KICID,numax,numax_err,dnu,dnu_err,Yu_Teff,Yu_Teff_err,ra,dec,parallax,parallax_error,GAIAmag,Ag,e_GAIAmag,Kmag,e_Kmag,ccd,b17,Ebv,Aks,Z,Teff,Teff_err,M_Clump,M_Clump_err,R_Clump,R_Clump_err,A_numax,A_numax_err,A_dnu,A_dnu_err,A_fdnu,A_fdnu_err,[Fe/H],Log Age
1160789,24.72,0.62,3.509,0.048,4724,80,290.88660184084176,36.872273928316176,1.3858578233300096,0.026940502984783,9.67884,0.032,0.01,7.497000000000001,0.017,20,0.15848489999999998,0.13946672,0.02551607,0.009430278344261635,4729.6,72.3,0.83,0.09,10.7,0.43,25.209,0.015,3.545,0.011,0.9965,0.0324,-0.27,3.889
1161618,34.32,0.5,4.1080000000000005,0.028,4747,80,291.10902870571323,36.81333074179177,1.2424330052571069,0.02455519998665996,10.169774,0.0753,0.01,7.8870000000000005,0.018000000000000002,20,0.04356407,0.03833638,0.007013815,0.02111176347188177,4742.0,72.1,1.2,0.08,10.92,0.28,33.926,0.01,4.093,0.012,1.001,0.0033,0.08,3.639
1162746,27.38,0.77,3.703,0.111,4989,100,291.35987873256863,36.81981514924967,0.7406640582320656,0.025226944320513398,11.429574,0.2163,0.01,9.183,0.018000000000000002,20,0.049708024,0.04374306,0.008002991999999999,0.0048364256030618185,4798.1,75.6,1.01,0.16,11.07,0.76,27.798,0.015,3.763,0.01,0.9972,0.0281,-0.56,3.786
1435573,25.71,0.64,3.641,0.083,4821,100,292.1102462735409,37.093512713763715,0.7426290135284166,0.025556615772675945,11.387411,0.2775,0.01,8.991,0.018000000000000002,20,0.07123099,0.06268328,0.01146819,0.022106730231105574,4694.6,70.1,0.84,0.11,10.52,0.58,26.022,0.029,3.696,0.019,1.0017,0.0139,0.1,4.034
1726211,30.7,0.63,3.699,0.067,4995,100,292.5043995923288,37.29263373012057,0.7459255585178197,0.02398455636164844,10.918289,0.2112,0.01,8.743,0.017,20,0.118070185,0.10390176,0.0190093,0.0033459890207434627,4943.5,82.9,1.44,0.15,12.47,0.57,30.692,0.016,3.738,0.017,1.0054,0.011,-0.72,3.39
1868101,31.86,0.82,3.818,0.048,4633,80,291.4161376462976,37.36726172646421,0.6811803247935219,0.03105367729774611,11.882102,0.75,0.01,9.062999999999999,0.018000000000000002,20,0.21678796,0.19077341,0.034902863,0.040227635982602095,4608.7,66.1,1.23,0.13,11.55,0.46,31.807,0.015,3.816,0.015,1.0092,0.0113,0.36,3.681
1873510,30.34,0.6,3.825,0.049,4971,80,292.57961609439303,37.34273640098593,0.17734370775778616,0.017515845255599734,13.921712,0.168,0.01,11.657,0.023,20,0.14876127,0.13090992,0.023950564,0.0048364256030618185,4999.6,102.5,1.2,0.11,11.49,0.42,30.15,0.01,3.828,0.011,1.0,0.0235,-0.56,3.506
1995859,46.09,0.67,4.78,0.049,4899,80,286.25023730291264,37.48230256781504,0.8654067079310525,0.03677104537715604,10.857828999999999,0.035,0.01,8.652999999999999,0.018000000000000002,17,0.08304606,0.07308053,0.013370415,0.014273303863841584,4932.1,81.3,1.69,0.12,11.08,0.33,45.892,0.009,4.771,0.009,0.9957,0.0285,-0.09,3.178
2015820,45.49,0.88,4.628,0.015,4831,80,291.7399855495795,37.467689892723754,1.4219353899129954,0.02795569813210733,9.513999,0.318,0.01,7.314,0.017,20,0.12476377,0.10979212,0.020086966,0.02016157759348526,4827.0,76.0,1.81,0.13,11.6,0.3,45.097,0.011,4.614,0.006,0.9968,0.026,0.06,3.179
2016706,38.33,0.53,4.354,0.033,4801,80,291.9444920340308,37.46100346531589,0.9843745337239224,0.02458787910944749,10.593109,0.1357,0.01,8.248,0.018000000000000002,20,0.11967738,0.105316095,0.019268058,0.017969024944450043,4795.9,74.7,1.36,0.09,10.96,0.29,38.487,0.009,4.323,0.011,0.9998,0.0072,0.01,3.412
2141928,33.73,0.75,4.133,0.042,4757,100,286.4225641061414,37.52401387685591,0.9707974559379712,0.028424245108024306,10.702022999999999,0.16,0.01,8.31,0.017,17,0.06367089,0.05603038,0.010251013,0.025381922374298486,4684.2,69.5,1.11,0.1,10.6,0.37,34.301,0.016,4.067,0.019,1.0006,0.0133,0.16,3.617
2156178,29.54,0.65,3.869,0.077,4853,80,290.5193033886837,37.525317544980666,1.6109520687316774,0.02520307165916636,9.565822,0.109,0.01,7.4510000000000005,0.026,20,0.05731684,0.050438817999999996,0.009228011,0.004726335115695664,4870.7,79.3,0.99,0.11,10.62,0.51,28.743,0.024,3.868,0.017,0.9908,0.03,-0.57,3.729
2164327,45.01,0.97,4.671,0.027000000000000003,4854,80,292.3274164525145,37.58876481117709,0.8571984668920353,0.026360067340773136,10.791025,0.0143,0.01,8.552,0.019,20,0.10331758,0.09091947,0.01663413,0.02160351961546542,4839.1,76.4,1.7,0.14,11.28,0.33,45.293,0.019,4.672,0.008,0.9981,0.0256,0.09,3.221
2165615,37.78,0.98,4.1610000000000005,0.052000000000000005,5003,80,292.6046252412678,37.512408551338346,0.24409255299896526,0.01814771192356247,12.981376,0.544,0.01,10.732000000000001,0.019,20,0.13794598,0.12139246,0.022209303,0.004410872573730822,5031.7,95.7,1.68,0.17,12.16,0.48,37.607,0.015,4.15,0.01,0.9988,0.0139,-0.6,3.101
2284330,28.73,0.81,3.643,0.04,4897,100,286.4159861476659,37.630526614844094,0.4036372543495165,0.026881713762102997,12.146526,0.1767,0.01,9.849,0.017,17,0.07562435,0.06654943,0.01217552,0.01034009458804414,4854.5,77.8,1.2,0.13,11.82,0.47,29.0,0.016,3.671,0.009,1.0098,0.0221,-0.23,3.62
2285898,24.82,0.59,3.794,0.053,4774,80,286.9371193155696,37.69593564376582,1.0496399371693623,0.02481148753139629,10.82366,0.36700000000000005,0.01,8.568,0.017,17,0.063232146,0.05564429,0.010180376,0.013948403801758382,4790.9,74.7,0.65,0.07,9.44,0.38,24.894,0.034,3.839,0.01,0.9709,0.0246,-0.1,4.098
2297384,31.07,0.9,3.743,0.053,4534,80,290.18987771912987,37.66412781099251,0.19121896091540144,0.02202103142422927,14.218589999999999,0.6345,0.01,11.537,0.018000000000000002,20,0.10412763,0.091632314,0.016764548,0.045136149945421235,4521.6,74.7,1.2,0.14,11.59,0.51,31.719,0.009,3.806,0.004,1.0077,0.0069,0.41,3.711
2297825,31.4,0.76,3.79,0.07200000000000001,4580,80,290.2701396728889,37.68434259694521,0.17107438461676014,0.019744201194288838,14.254948,0.52,0.01,11.562000000000001,0.018000000000000002,20,0.16051814,0.14125596,0.025843421000000002,0.0461875059376829,4550.1,75.9,1.2,0.14,11.5,0.55,30.974,0.009,3.79,0.014,1.0062,0.0062,0.42,3.75
2303367,34.06,0.94,4.09,0.021,4862,100,291.5367294543972,37.67352122844584,1.304548382668365,0.03358327131753639,10.170314999999999,0.2345,0.01,7.835,0.018000000000000002,20,0.088476725,0.07785952,0.014244753,0.026578135522539816,4630.4,67.2,1.24,0.12,11.07,0.38,33.844,0.009,4.054,0.009,1.003,0.0064,0.18,3.676
2304104,34.04,0.97,3.92,0.06,4629,80,291.6879717313128,37.625466999447404,0.4182390248836347,0.02572163412158229,12.538897,0.5589999999999999,0.01,9.917,0.018000000000000002,20,0.1214715,0.10689492,0.019556912,0.044108725737308216,4599.3,71.1,1.35,0.15,11.69,0.53,34.963,0.028,3.931,0.012,1.0093,0.0223,0.4,3.496
2305930,27.23,0.88,3.959,0.133,4891,100,292.1067892397299,37.68977847321751,1.035396685630284,0.023593094607947115,10.775402,0.38299999999999995,0.01,8.481,0.018000000000000002,20,0.08984160000000001,0.07906061,0.014464497,0.003585291830839694,4858.6,78.6,0.74,0.13,9.52,0.73,28.624,0.029,3.923,0.018,0.9965,0.0107,-0.69,3.834
2306481,36.59,0.51,4.2,0.051,4921,80,292.2189032442147,37.64195902770349,0.3531088595350391,0.025715471172885918,12.61086,0.0867,0.01,10.285,0.018000000000000002,20,0.12482098,0.10984246,0.020096177,0.01243152797378546,4935.2,103.9,1.42,0.11,11.41,0.37,36.163,0.009,4.221,0.009,0.9988,0.0136,-0.15,3.411
2309469,28.3,0.51,3.5410000000000004,0.031,4710,100,292.8699702894373,37.64419990066777,0.6797328548723421,0.02550742287009108,11.587536,0.3413,0.01,9.048,0.017,20,0.12594278,0.110829644,0.020276787,0.029142346094603564,4613.2,66.5,1.2,0.1,12.06,0.37,27.953,0.009,3.533,0.014,1.0029,0.0414,0.22,3.708
2424934,33.7,0.56,3.988,0.034,4963,100,286.84582290353404,37.785237909779376,1.0041237096153979,0.02354526173048857,10.362136999999999,0.12,0.01,8.093,0.021,17,0.0873737,0.07688886,0.014067166499999999,0.011601776947013386,4853.3,77.5,1.38,0.11,11.7,0.35,33.508,0.009,3.936,0.012,0.9936,0.0431,-0.18,3.388
2436417,27.08,0.62,3.454,0.023,4506,80,290.14524429833085,37.774972299621616,0.19439343347819985,0.020846979669964908,14.117395000000002,0.54,0.01,11.397,0.017,20,0.14893845,0.13106583,0.02397909,0.039311943193260035,4487.5,78.8,1.08,0.09,11.81,0.37,27.241,0.009,3.435,0.016,0.9931,0.05,0.35,3.71
2437353,32.05,0.81,3.859,0.032,4553,80,290.2203389468262,37.759202299055,0.1880821811249357,0.0202336381232582,14.155798,0.45299999999999996,0.01,11.513,0.02,20,0.2558835,0.2251775,0.041197244,0.04212350605798225,4537.3,80.5,1.17,0.11,11.27,0.39,31.489,0.01,3.826,0.008,1.0067,0.003,0.38,3.743
2437564,32.83,0.86,3.836,0.042,4522,80,290.23457743547317,37.74262335204406,0.2106279592928717,0.02035701208213058,14.240756,0.5175,0.01,11.556,0.018000000000000002,20,0.18738812,0.16490154,0.030169487000000002,0.044108725737308216,4521.1,81.0,1.3,0.13,11.74,0.45,32.22,0.009,3.853,0.01,1.0075,0.006,0.4,3.711
2437804,26.85,1.02,3.385,0.034,4482,80,290.25359643514395,37.75940339212507,0.17264363771467106,0.021547971622572982,14.124670000000002,0.6615,0.01,11.383,0.018000000000000002,20,0.16704035,0.1469955,0.026893497000000002,0.0461875059376829,4509.7,80.2,1.14,0.15,12.23,0.57,27.166,0.014,3.301,0.039,0.9998,0.05,0.42,3.564
2438051,33.51,1.31,3.658,0.116,4749,100,290.276234795924,37.74989627481005,0.23590549345403616,0.020547199770341727,14.091863,0.515,0.01,11.499,0.017,20,0.13142964,0.11565808,0.021160172,0.04310468855942914,4502.3,79.7,1.79,0.32,13.5,1.04,30.817,0.015,3.668,0.017,0.9982,0.0416,0.39,3.609
2441995,29.53,0.53,4.021,0.111,4756,80,291.1395357049861,37.70122225078872,0.6931115542668528,0.024996164562859826,11.4187975,0.048,0.01,9.162,0.017,20,0.08510119999999999,0.07488906,0.013701294,0.007320226373739091,4831.0,80.5,0.82,0.11,9.74,0.59,29.768,0.019,4.19,0.016,0.9878,0.01,-0.38,3.953
2448225,36.56,1.06,4.01,0.027000000000000003,4799,100,292.4967596181491,37.78419943167051,0.9060732395818356,0.02537725978700528,10.777951,0.34600000000000003,0.01,8.329,0.017,20,0.09399915,0.08271925,0.015133862,0.03122658644028348,4671.7,68.8,1.64,0.17,12.35,0.45,36.089,0.017,3.959,0.012,1.0124,0.0219,0.25,3.389
2448679,39.0,1.14,4.332,0.031,4864,80,292.59812218048893,37.762219192933394,0.4227607912932261,0.028753911088589563,12.081607,0.231,0.01,9.725,0.018000000000000002,20,0.12082738,0.10632809,0.019453207,0.019254157124274328,4840.2,76.7,1.49,0.15,11.34,0.41,38.593,0.011,4.304,0.01,0.9977,0.0192,0.04,3.35
2449327,26.3,0.95,3.517,0.097,4633,80,292.75059865286136,37.70248450055839,0.4218368257905935,0.024244855328610343,12.694108,0.37,0.01,10.138,0.018000000000000002,20,0.1270464,0.111800835,0.020454471999999998,0.02111176347188177,4617.6,75.2,0.96,0.15,11.23,0.76,26.374,0.027,3.532,0.017,0.9979,0.0313,0.08,3.842
2449703,31.99,0.71,3.972,0.025,4837,100,292.8400638297735,37.731028975819996,0.7264837830041667,0.0241564646818746,11.425881,0.266,0.01,9.011000000000001,0.017,20,0.11309029,0.09951945400000001,0.018207537,0.019254157124274328,4644.6,68.0,1.14,0.1,10.99,0.34,32.096,0.012,3.977,0.012,1.0014,0.0074,0.04,3.729
2556640,39.87,0.65,4.435,0.037000000000000005,4834,80,286.5894183157868,37.83424661498873,0.7478671347004664,0.02247127327576927,11.263466000000001,0.121,0.01,8.998,0.018000000000000002,17,0.05865252,0.051614217000000004,0.009443056,0.013320622217512469,4880.0,78.9,1.44,0.11,11.03,0.32,39.793,0.009,4.433,0.006,1.0049,0.0148,-0.12,3.38
2557942,31.29,0.77,4.03,0.064,4809,80,287.00211810136256,37.89738333272352,0.3365591828712875,0.020658517757212416,12.829456,0.4693,0.01,10.515999999999998,0.02,17,0.066556424,0.05856965,0.010715583999999998,0.014605771820562902,4814.8,75.8,1.0,0.11,10.4,0.45,31.967,0.018,4.019,0.018,0.9988,0.0081,-0.08,3.674
2569055,30.05,1.01,3.719,0.042,4532,80,290.12523715773125,37.83864887256554,0.1924336498033603,0.01981437048120742,14.191896,0.6798,0.01,11.484000000000002,0.018000000000000002,20,0.200381,0.17633528,0.03226134,0.04116465799701783,4527.6,78.8,1.11,0.13,11.34,0.5,30.359,0.032,3.725,0.013,1.006,0.0099,0.37,3.749
2569945,29.46,1.21,3.787,0.063,4779,100,290.22369139969874,37.83990814537964,0.1807160908674566,0.018222336819600542,14.183697,0.5037,0.01,11.549000000000001,0.018000000000000002,20,0.14420964,0.12690449,0.02321775,0.0461875059376829,4547.7,81.7,1.04,0.15,10.97,0.61,30.757,0.031,3.774,0.019,1.0053,0.0099,0.42,3.754
2570214,28.69,1.76,3.562,0.063,4784,100,290.25219532408903,37.838558341603594,0.19211147519640004,0.018222463962756903,14.131466,0.5205,0.01,11.493,0.018000000000000002,20,0.14418563,0.12688336,0.023213886,0.03269825011979995,4498.4,77.1,1.25,0.25,12.18,0.89,28.725,0.017,3.614,0.016,1.0093,0.0113,0.27,3.815
2570715,28.56,0.41,3.406,0.057,4938,100,290.32142595096303,37.801085821979115,0.3929496653734784,0.02415545051925618,12.686316,0.1733,0.01,10.282,0.019,20,0.07367528,0.064834245,0.01186172,0.008600516068109914,4691.5,70.5,1.58,0.15,13.59,0.55,27.645,0.027,3.395,0.02,1.0063,0.0035,-0.31,3.48
2575024,32.99,0.62,3.919,0.03,4738,80,291.29519675173464,37.89858249037911,0.3274159707948886,0.024578073717084096,12.77244,0.1875,0.01,10.392000000000001,0.018000000000000002,20,0.105235085,0.09260687,0.01694285,0.019254157124274328,4711.6,91.3,1.29,0.1,11.54,0.34,32.694,0.011,3.913,0.01,0.9992,0.0303,0.04,3.539
2714397,33.08,0.64,4.181,0.028,5003,100,291.7287722655546,37.94153423784325,1.0196246518445424,0.04504093967104604,10.486119,0.0463,0.01,8.322000000000001,0.018000000000000002,20,0.050754099999999996,0.044663608,0.00817141,0.004212350605798225,4852.2,78.2,1.1,0.09,10.52,0.31,32.997,0.009,4.189,0.01,0.9934,0.006,-0.62,3.651
2719113,32.6,0.94,3.981,0.033,4616,80,292.7660612979963,37.99793522039165,0.7078752538179769,0.03123015076290922,12.067217,0.9420000000000001,0.01,9.474,0.018000000000000002,20,0.12400644,0.10912567,0.019965038,0.03423927117175127,4582.7,65.2,1.11,0.11,10.86,0.4,32.636,0.009,3.989,0.01,1.0024,0.0068,0.29,3.749
2836038,37.33,0.61,4.248,0.036000000000000004,4775,100,287.10279399779563,38.09960055007898,0.806112949970168,0.0277458740350476,11.285366,0.3373,0.01,8.825,0.018000000000000002,17,0.05528375,0.048649702,0.008900684,0.0375426142916592,4634.3,67.2,1.36,0.1,11.13,0.33,37.342,0.012,4.211,0.01,1.0033,0.0042,0.33,3.537
2854297,30.59,0.62,3.967,0.034,4789,100,291.83941451650816,38.00316565691739,0.23839892920213634,0.017420995352421132,13.368742999999998,0.489,0.01,10.970999999999998,0.022,20,0.11045641,0.09720164,0.017783482,0.010827408232687626,4677.6,69.7,0.98,0.08,10.44,0.33,30.148,0.02,3.925,0.012,0.9972,0.0097,-0.21,3.804
2970396,30.51,0.76,3.818,0.052000000000000005,4702,100,285.97832962337037,38.19281157415272,0.5782507503539597,0.02231099436550036,11.966389999999999,0.2505,0.01,9.539,0.017,17,0.057977084000000005,0.051019832,0.009334311,0.016014910339089774,4641.2,67.9,1.11,0.12,11.17,0.46,30.201,0.012,3.85,0.015,1.0015,0.0049,-0.04,3.785
2973894,27.58,0.76,3.855,0.14800000000000002,5268,100,287.14850538313743,38.120271640055854,0.6000668487669063,0.02768840753032647,11.435219,0.184,0.01,9.336,0.017,17,0.058346465,0.05134489,0.0093937805,0.001970264405754248,4935.2,82.9,0.96,0.17,10.61,0.89,28.074,0.014,3.991,0.02,0.9808,0.0315,-0.95,3.835
2987113,33.46,1.1,3.857,0.034,4580,80,290.8552336439945,38.15398410972817,1.0900158462154343,0.02206893411367637,10.595208,0.4193,0.01,8.055,0.024,20,0.06244334,0.054950137,0.010053378,0.045136149945421235,4548.7,63.6,1.35,0.15,11.82,0.48,33.255,0.018,3.813,0.016,1.0076,0.0244,0.41,3.544
2988988,38.06,0.7,4.303,0.018000000000000002,4955,100,291.28842386878466,38.13965231890178,0.9010358832080909,0.030443880389122664,10.81767,0.1545,0.01,8.507,0.018000000000000002,20,0.06567325,0.05779246,0.010573393,0.02597314329623372,4719.6,70.9,1.46,0.11,11.32,0.3,38.368,0.012,4.281,0.008,0.9984,0.0163,0.17,3.447
2992350,45.65,0.61,4.731,0.019,4893,80,292.0222309427816,38.104131436979735,1.5101366825091185,0.025853701270576384,9.468428999999999,0.114,0.01,7.364,0.02,20,0.07371873,0.06487248,0.011868715,0.013017407837244109,4871.6,78.4,1.71,0.1,11.2,0.25,44.925,0.009,4.719,0.008,0.9967,0.0187,-0.13,3.215
2996019,31.56,0.71,3.888,0.021,4675,80,292.81656863739016,38.15468395266276,0.6113116744397226,0.029106446158671227,11.811966,0.308,0.01,9.356,0.018000000000000002,20,0.11747801,0.10338065,0.01891396,0.031953947077191305,4682.5,79.4,1.13,0.09,11.1,0.33,31.628,0.011,3.89,0.008,1.0028,0.0135,0.26,3.711
2996112,31.18,0.73,3.898,0.054000000000000006,4914,100,292.83651187920856,38.17302209493064,0.6332903459472148,0.030492224762600037,11.582267,0.2333,0.01,9.192,0.018000000000000002,20,0.11046515400000001,0.09720933400000001,0.01778489,0.016014910339089774,4691.1,70.0,1.17,0.12,11.21,0.45,31.887,0.029,3.975,0.016,1.0002,0.0086,-0.04,3.726
3098045,34.81,0.65,4.178,0.056,4905,100,285.9561481221365,38.211603617453335,0.5522360305119602,0.023294775298089748,11.802988000000001,0.34299999999999997,0.01,9.519,0.017,17,0.059120174000000004,0.052025754,0.009518348000000001,0.009430278344261635,4844.5,77.3,1.24,0.11,10.92,0.4,34.56,0.009,4.142,0.016,0.9972,0.0152,-0.27,3.528
3099949,33.04,0.57,4.209,0.05,4842,80,286.6266398413373,38.259938506295406,0.5102886451415978,0.0268793659378353,11.921608,0.0165,0.01,9.732999999999999,0.017,17,0.07349487,0.06467548,0.011832673,0.008026468609637205,4911.8,80.9,1.0,0.08,10.1,0.34,32.459,0.016,4.149,0.016,0.9959,0.0075,-0.34,3.668
3100053,30.13,1.0,4.007,0.041,4826,100,286.66201052952096,38.234474801252716,0.5371624275686732,0.026445522776212843,12.143079,0.2163,0.01,9.75,0.017,17,0.07310921,0.06433610599999999,0.011770583000000001,0.013320622217512469,4692.3,70.2,0.92,0.11,10.15,0.43,30.356,0.024,4.005,0.014,0.9992,0.0092,-0.12,3.877
3101090,31.89,0.74,3.913,0.037000000000000005,4747,100,287.01558309850464,38.26918483570598,0.7276487321568492,0.02815459837446035,11.345169,0.161,0.01,8.998,0.02,17,0.07902479,0.06954182,0.012722991000000001,0.015650366473628573,4762.2,73.2,1.17,0.11,11.18,0.39,32.166,0.017,3.919,0.009,0.9975,0.0224,-0.05,3.58
3101632,29.43,0.73,3.681,0.037000000000000005,4606,80,287.21852207084254,38.27691657749396,0.8917079549730507,0.03131308562382392,10.882432000000001,0.253,0.01,8.401,0.02,17,0.07809388,0.06872261,0.012573115,0.0375426142916592,4591.5,65.5,1.11,0.11,11.44,0.41,30.33,0.022,3.709,0.01,1.0094,0.0168,0.33,3.71
3102479,38.39,0.6,4.302,0.025,4731,100,287.51366959371916,38.29778506022676,0.6206813955311518,0.023208785560438608,11.768285,0.264,0.01,9.354,0.017,17,0.08024597,0.07061645400000001,0.012919601000000001,0.03269825011979995,4714.0,70.6,1.39,0.1,11.13,0.29,38.594,0.009,4.275,0.012,0.9988,0.0155,0.27,3.434
3119526,38.72,0.62,4.349,0.077,4872,80,292.10856976379523,38.23028710450682,0.4661258054014796,0.02728906108469961,12.061395,0.522,0.01,9.726,0.018000000000000002,20,0.09131923,0.08036093,0.0147023965,0.013948403801758382,4874.3,79.4,1.44,0.14,11.19,0.47,38.49,0.013,4.311,0.013,1.0008,0.0199,-0.1,3.347
3121940,28.14,0.54,3.741,0.046,4817,100,292.6712640228698,38.243247738958175,0.637342007950787,0.02652506062809101,11.936849,0.29100000000000004,0.01,9.482999999999999,0.018000000000000002,20,0.12008999,0.10567919,0.01933449,0.00987471367034253,4686.0,70.2,0.98,0.09,10.83,0.39,28.213,0.014,3.739,0.012,0.9897,0.0332,-0.25,3.767
3122548,35.05,0.95,4.136,0.091,4944,100,292.81156934484386,38.216710027476424,0.4326051069525859,0.024767469190609053,12.627334,0.2747,0.01,10.249,0.018000000000000002,20,0.11871654,0.10447055,0.019113362,0.013630899367999829,4792.8,74.6,1.33,0.17,11.27,0.62,34.638,0.012,4.22,0.016,1.0022,0.0115,-0.11,3.663
3215565,31.72,0.86,4.115,0.039,4835,80,285.1765283837649,38.37002737882195,0.379846188607166,0.022362190964055863,12.565714999999999,0.504,0.01,10.307,0.022,17,0.09288813,0.08174156,0.014954988999999998,0.012148551849336523,4823.1,89.7,0.96,0.1,10.11,0.37,31.797,0.015,4.091,0.009,0.9946,0.0068,-0.16,3.724
3216467,31.74,0.87,3.851,0.032,4646,100,285.5363715323869,38.358850619904324,0.8916030099310146,0.02632004046563312,11.149989,0.45299999999999996,0.01,8.628,0.018000000000000002,17,0.07251482,0.06381304,0.011674886,0.0530303522102594,4507.8,62.0,1.2,0.12,11.39,0.42,31.27,0.009,3.836,0.013,1.0046,0.0085,0.48,3.777
3217051,37.01,1.08,4.26,0.026,4735,100,285.77101583355176,38.336396163726405,0.7137557868812713,0.03463800583370318,11.355799000000001,0.5157,0.01,8.9,0.017,17,0.081522316,0.07173964,0.013125093000000001,0.0375426142916592,4654.4,68.0,1.29,0.13,10.91,0.4,36.459,0.02,4.257,0.012,1.0024,0.0073,0.33,3.657
3222220,29.83,0.41,3.713,0.029,4733,100,287.70099737346237,38.311855247256474,0.7332455396600476,0.02008263280861167,11.147561,0.4455,0.01,8.791,0.018000000000000002,17,0.07206066,0.06341338,0.011601766000000001,0.02160351961546542,4714.7,70.9,1.18,0.08,11.6,0.32,30.12,0.01,3.707,0.01,0.999,0.0364,0.09,3.603
3222670,34.31,1.11,4.0539999999999985,0.044,5050,100,287.85767853961937,38.33233062184682,1.0851149967113614,0.02224036815722132,10.216649,0.048,0.01,8.007,0.023,17,0.07949768,0.06995796,0.012799126000000001,0.008600516068109914,4881.4,79.2,1.41,0.16,11.66,0.5,34.302,0.02,4.036,0.014,0.9979,0.0345,-0.31,3.401
3231208,23.35,0.56,3.4560000000000004,0.053,4868,80,290.37099849188803,38.35146049159887,0.2621011221995885,0.014769221434787852,13.231464,0.5365,0.01,10.838,0.018000000000000002,20,0.13150379,0.115723334,0.02117211,0.006676125799389055,4927.9,86.0,0.79,0.08,10.67,0.45,23.925,0.024,3.494,0.004,1.0023,0.0221,-0.42,3.908
3232813,32.98,0.56,4.025,0.026,4804,80,290.84896389763287,38.34945143039661,0.3620387434995401,0.02760331044676901,12.859468,0.153,0.01,10.479000000000001,0.02,20,0.059093103,0.05200193,0.009513989,0.017969024944450043,4788.9,74.4,1.18,0.08,11.0,0.3,32.909,0.009,4.031,0.007,0.9969,0.0157,0.01,3.615
3232838,37.14,0.69,4.208,0.02,4750,80,290.8553595837225,38.362913842687,0.5103816453241751,0.030533966405665008,11.998584,0.3793,0.01,9.586,0.019,20,0.051409602,0.04524045,0.008276946,0.027830724459617158,4707.3,70.4,1.39,0.1,11.3,0.3,36.874,0.009,4.162,0.008,0.9963,0.0293,0.2,3.441
3234655,42.29,0.99,4.534,0.041,4973,80,291.35679813572034,38.3025278215223,0.30451322901491823,0.02669398273947993,12.792299,0.318,0.01,10.554,0.018000000000000002,20,0.08578162,0.07548782,0.01381084,0.010580946331465722,4969.4,95.5,1.66,0.15,11.42,0.39,41.786,0.01,4.505,0.013,0.9971,0.0156,-0.22,3.202
3238626,23.8,0.46,3.551,0.07400000000000001,4561,80,292.34664417556013,38.3591162597575,0.5612329678559116,0.025686712188569768,12.252936,0.5057,0.01,9.684,0.018000000000000002,20,0.07728091599999999,0.06800721,0.012442227,0.0375426142916592,4538.8,66.5,0.67,0.07,9.89,0.48,24.367,0.033,3.509,0.005,1.0027,0.0108,0.33,4.101
3241374,38.25,0.5,4.1960000000000015,0.03,4831,80,293.02566362227833,38.30954411890559,1.094575215714088,0.02297588162948817,10.228228,0.1315,0.01,7.937,0.017,20,0.08565357,0.07537515,0.013790226000000001,0.016769669810536417,4829.0,76.2,1.58,0.1,11.81,0.3,38.223,0.009,4.191,0.011,1.0064,0.0179,-0.02,3.302
3323401,31.22,0.79,3.944,0.053,4816,100,285.37897717823336,38.48739036693635,0.4510178376520403,0.02652153847719526,12.322874,0.223,0.01,9.926,0.017,17,0.065009415,0.057208285,0.010466516,0.01881587899997237,4699.8,78.1,1.09,0.11,10.85,0.44,31.465,0.017,3.986,0.011,1.0032,0.0086,0.03,3.785
3323943,32.92,0.71,4.053,0.027000000000000003,4835,100,285.59394406701097,38.49409785436658,0.648188887958234,0.030516176839211925,11.569022,0.156,0.01,9.243,0.017,17,0.080711365,0.071026,0.01299453,0.010827408232687626,4810.1,75.6,1.15,0.1,10.85,0.33,32.969,0.011,4.026,0.014,0.9975,0.0193,-0.21,3.577
3326790,26.6,1.39,3.609,0.043,4823,100,286.7206710193144,38.49645264331433,0.9044952162697082,0.027160501058140697,11.007581,0.20800000000000002,0.01,8.655,0.017,17,0.0882905,0.07769564,0.01421477,0.011601776947013386,4647.0,68.4,0.95,0.16,10.99,0.66,26.398,0.029,3.606,0.014,1.0006,0.0248,-0.18,3.881
3336731,41.26,0.74,4.4289999999999985,0.044,4927,80,289.94554293642346,38.40749529858688,1.03820506850978,0.048293837169923436,10.288114,0.065,0.01,8.133,0.024,20,0.06266481,0.05514503,0.010089034,0.011872017047883198,4923.9,81.0,1.66,0.13,11.6,0.36,40.904,0.017,4.423,0.01,1.0,0.0197,-0.17,3.237
3337581,46.08,0.73,4.702,0.032,4818,80,290.1770405724431,38.473052755655225,0.3371560127608545,0.020323740050657416,13.018106,0.1865,0.01,10.618,0.018000000000000002,20,0.067993455,0.05983424,0.010946946,0.03668804005779693,4800.2,88.8,1.75,0.12,11.34,0.3,45.492,0.012,4.635,0.015,1.0033,0.0202,0.32,3.255
3346398,44.42,1.12,4.7,0.024,4879,80,292.4857883013237,38.417886012948216,0.27459463224804065,0.02671802287346525,12.524272999999999,0.4777,0.01,10.251,0.018000000000000002,20,0.08432717599999999,0.07420792,0.013576675,0.01970264405754248,4864.3,86.8,1.6,0.14,10.99,0.35,44.165,0.014,4.694,0.006,0.9995,0.0094,0.05,3.293
