KICID,numax,numax_err,dnu,dnu_err,Yu_Teff,Yu_Teff_err,ra,dec,parallax,parallax_error,GAIAmag,Ag,e_GAIAmag,Kmag,e_Kmag,ccd,b17,Ebv,Aks,Z,Teff,Teff_err,M_Clump,M_Clump_err,R_Clump,R_Clump_err,A_numax,A_numax_err,A_dnu,A_dnu_err,A_fdnu,A_fdnu_err,[Fe/H],Log Age
10934929,33.06,0.48,4.021,0.038,4674,80,297.77627776048166,48.31358247983256,0.5479687610199643,0.02590211510172093,11.980688,0.262,0.01,9.571,0.015,8,0.080035865,0.07043156,0.012885774499999999,0.025381922374298486,4646.3,67.8,1.14,0.08,10.88,0.32,32.982,0.009,3.999,0.009,1.0035,0.0057,0.16,3.701
10936814,37.48,0.76,4.2360000000000015,0.062,4925,100,298.4731729503902,48.3979901416496,0.7343013049050353,0.03185446884956486,10.781604,0.42700000000000005,0.01,8.474,0.019,8,0.07402030400000001,0.06513787,0.011917269,0.016014910339089774,4830.5,76.2,1.47,0.14,11.47,0.46,37.317,0.009,4.283,0.013,0.9966,0.0119,-0.04,3.454
10937597,35.42,0.71,4.159,0.063,4902,80,298.73965961484413,48.37825529097829,0.25881759757992273,0.015346842683536943,13.2139435,0.627,0.01,10.866,0.024,8,0.10542386,0.09277300000000001,0.016973242,0.013320622217512469,4880.6,93.3,1.33,0.13,11.22,0.45,35.311,0.023,4.218,0.013,0.9972,0.0095,-0.12,3.529
10937936,40.41,0.94,4.537,0.039,4845,80,298.8467419265631,48.34181873471582,0.4215897309282819,0.02666174646964322,12.418903,0.513,0.01,9.961,0.025,8,0.10344915,0.09103525400000001,0.016655313,0.020631201064738137,4830.4,80.9,1.37,0.12,10.68,0.36,40.222,0.013,4.492,0.015,1.0019,0.0112,0.07,3.446
10938167,37.56,0.61,4.301,0.065,4887,80,298.9311312464078,48.394794865236214,0.3427940208415113,0.026631212859357545,12.799783999999999,0.262,0.01,10.46,0.022,8,0.11123351,0.09788549,0.017908596000000002,0.011079610969072192,4931.6,94.7,1.39,0.12,11.13,0.42,36.884,0.009,4.306,0.007,1.0011,0.0156,-0.2,3.453
10961390,32.56,0.65,3.985,0.027000000000000003,4598,80,283.59105493752486,48.427164940304614,0.7236306179945495,0.021563350407521244,11.604098,0.3807,0.01,9.142000000000001,0.014,2,0.05718945,0.050326715999999994,0.009207501,0.03585291830839693,4547.7,63.7,1.1,0.09,10.8,0.32,32.227,0.009,3.949,0.006,1.0179,0.0251,0.31,3.978
10962775,35.55,0.67,4.046,0.056,5009,100,284.58417042371326,48.40173635058479,0.6165629048464318,0.022060931720156704,11.386683999999999,0.065,0.01,9.238999999999999,0.013,1,0.055515334000000006,0.048853494000000004,0.008937969,0.009005845902888367,4882.7,79.2,1.57,0.14,12.1,0.46,35.1,0.011,4.119,0.017,1.0017,0.0193,-0.29,3.439
10964584,31.75,0.79,4.026,0.055,4964,100,285.7647997631064,48.44574329977478,0.575285765206146,0.024113393666770646,11.654171,0.016,0.01,9.526,0.025,1,0.047783285,0.042049292,0.007693109,0.005064359319490319,4790.8,75.3,1.12,0.12,10.84,0.44,31.334,0.015,4.069,0.01,0.9924,0.0085,-0.54,3.725
10966950,28.09,0.86,3.689,0.037000000000000005,4835,100,287.23991287904187,48.48498849834231,0.4168878935091466,0.02044293165514631,12.583102,0.205,0.01,10.269,0.021,1,0.059712715,0.05254719,0.009613746999999999,0.012721095458916823,4661.8,74.5,1.04,0.11,11.17,0.45,28.283,0.012,3.686,0.016,0.9942,0.0327,-0.14,3.746
10971893,35.7,0.86,4.121,0.029,4855,100,289.8855727375652,48.43679179958155,0.4721218021454596,0.02266187923473292,12.083976,0.2925,0.01,9.753,0.018000000000000002,4,0.05561312,0.048939545,0.008953711999999999,0.03668804005779693,4670.2,74.0,1.38,0.13,11.41,0.38,35.552,0.009,4.135,0.011,1.0018,0.0053,0.32,3.592
10974984,32.69,0.74,3.871,0.053,4832,100,291.5182889752977,48.45237434114341,0.5421720814140196,0.025133608854817226,12.042078,0.428,0.01,9.58,0.018000000000000002,4,0.05105309,0.044926718,0.008219548,0.044108725737308216,4559.0,64.0,1.35,0.13,11.8,0.47,32.888,0.03,3.88,0.014,1.0048,0.0072,0.4,3.646
10975126,30.45,0.8,3.942,0.07200000000000001,5082,100,291.583924990942,48.43528548389926,0.5042165411095667,0.02582152382139877,12.025132000000001,0.0525,0.01,9.846,0.016,4,0.06192766,0.05449634,0.009970353000000001,0.007320226373739091,4844.0,77.5,1.11,0.13,10.94,0.53,30.149,0.01,4.012,0.012,0.9954,0.0074,-0.38,3.806
10977629,24.89,0.47,3.15,0.035,4725,100,292.79115424501344,48.42968649980553,0.6512146363322009,0.02349866152440516,11.524908,0.44299999999999995,0.01,9.05,0.016,4,0.045222804000000005,0.039796066,0.0072808713,0.029142346094603564,4512.9,62.6,1.32,0.11,13.46,0.46,24.651,0.016,3.177,0.014,1.0187,0.0043,0.22,3.76
10978509,29.86,0.83,3.834,0.051,4627,80,293.2273994026972,48.419458094767656,0.3499334613207879,0.032820020054749516,12.57086,0.3723,0.01,10.264000000000001,0.014,4,0.046675213,0.041074187000000005,0.0075147090000000005,0.015650366473628573,4608.0,66.7,0.99,0.11,10.69,0.45,29.725,0.017,3.84,0.013,1.0022,0.0158,-0.05,3.812
10978857,37.99,0.71,4.175,0.016,4796,100,293.3919319879854,48.435197903517334,0.5068265043276879,0.028360148826340317,12.12433,0.2007,0.01,9.691,0.017,4,0.046077464000000005,0.040548167999999996,0.0074184714,0.05552959571255674,4610.9,66.0,1.56,0.12,11.81,0.32,36.795,0.02,4.147,0.013,1.0053,0.0069,0.5,3.545
10988898,38.36,1.05,4.215,0.045,4779,80,297.3477125058032,48.47998753959491,0.2699515052752324,0.015332646326548259,13.218729999999999,0.29600000000000004,0.01,10.794,0.014,8,0.088120215,0.07754579,0.014187355,0.02719721982810317,4755.9,82.0,1.54,0.16,11.69,0.45,37.149,0.019,4.139,0.015,0.9993,0.0308,0.19,3.389
10990243,32.83,0.78,3.943,0.023,4822,80,297.85706742149335,48.442543491763146,0.4501970919041701,0.028259129442424886,12.475903500000001,0.242,0.01,10.163,0.015,8,0.076398686,0.06723084,0.012300189,0.01756,4797.2,75.6,1.27,0.11,11.45,0.36,32.879,0.012,3.966,0.013,1.0018,0.0162,0.0,3.569
10990704,29.9,0.72,3.832,0.08,4786,80,298.02971165821486,48.47875851670501,0.4798474535322507,0.02639531978957849,12.381749000000001,0.3143,0.01,10.104,0.019,8,0.06635302,0.05839066,0.010682836000000001,0.010580946331465722,4783.3,75.4,1.06,0.13,10.95,0.56,29.809,0.015,3.982,0.015,0.9944,0.0093,-0.22,3.827
10991398,33.59,1.02,4.134,0.026,4960,100,298.2951305400296,48.425300526204566,1.4729894275702895,0.027731846485756943,9.670845,0.0525,0.01,7.507999999999999,0.019,8,0.05775234,0.05082206,0.009298127,0.010827408232687626,4828.0,76.4,1.17,0.12,10.8,0.4,33.098,0.009,4.121,0.012,0.9946,0.0103,-0.21,3.644
11019954,35.07,0.72,4.218,0.042,5019,100,286.5576541111708,48.59902756666366,0.9979839097049954,0.03699339197760184,10.397948,0.032,0.01,8.267999999999999,0.02,1,0.04440615,0.039077412,0.00714939,0.009430278344261635,4881.6,79.1,1.26,0.11,10.93,0.37,34.477,0.01,4.179,0.018,0.99,0.0205,-0.27,3.512
11028575,37.57,0.87,4.289,0.044,4982,100,291.3425330734512,48.57608791745491,0.5828749304640528,0.0246198257330426,11.724255,0.121,0.01,9.49,0.015,4,0.05320674,0.046821932999999996,0.0085662855,0.013017407837244109,4838.5,76.7,1.44,0.13,11.31,0.4,36.841,0.016,4.279,0.011,1.0003,0.0074,-0.13,3.501
11029151,36.56,0.69,4.204,0.024,4906,100,291.59368360763705,48.53370197018725,0.4852172119003016,0.02462019212185617,11.941861,0.1305,0.01,9.647,0.016,4,0.05770856,0.050783534000000005,0.009291078000000001,0.01970264405754248,4751.8,72.5,1.4,0.11,11.33,0.32,36.299,0.009,4.181,0.013,0.999,0.0091,0.05,3.506
11029396,28.45,1.03,3.818,0.08199999999999999,4642,80,291.6992687290026,48.554017077226426,0.7095698710479795,0.02183947528085729,11.791516,0.278,0.01,9.452,0.016,4,0.051897947,0.045670193,0.008355569,0.024239547686426652,4641.9,67.7,0.88,0.13,10.34,0.61,28.556,0.023,3.872,0.011,1.0013,0.0081,0.14,3.983
11029591,29.98,0.68,3.823,0.047,4676,80,291.8017497717287,48.52719557931479,0.3486208009350432,0.02048448897604377,12.781728,0.38299999999999995,0.01,10.442,0.017,4,0.058213867,0.051228203,0.009372433000000001,0.014605771820562902,4636.2,73.4,1.03,0.1,10.88,0.41,29.644,0.016,3.79,0.016,0.9826,0.0403,-0.08,3.677
11037290,43.58,0.67,4.4510000000000005,0.025,4926,100,295.26937551327387,48.56110373400301,1.04574276472141,0.02067427158983561,10.363515,0.214,0.01,8.082,0.016,3,0.045795499999999996,0.04030004,0.0073730755,0.02597314329623372,4762.2,72.7,1.92,0.13,12.13,0.31,43.178,0.009,4.438,0.007,1.0083,0.0144,0.17,3.244
11037923,31.65,0.78,3.859,0.02,4643,80,295.5299964412588,48.52065468624389,0.4640864491936824,0.02239144770471036,12.360058,0.373,0.01,9.955,0.014,3,0.079698324,0.07013453,0.01283143,0.029142346094603564,4619.8,71.0,1.17,0.1,11.27,0.35,31.173,0.01,3.849,0.008,1.0023,0.0168,0.22,3.729
11042262,33.32,0.73,3.864,0.134,4761,80,297.0554990352471,48.508824016141844,0.3149314855584501,0.01471160415669761,13.153122,0.2158,0.01,10.743,0.017,8,0.091377914,0.08041257,0.014711843999999998,0.019254157124274328,4762.5,83.7,1.42,0.23,12.04,0.9,32.852,0.018,4.064,0.013,1.001,0.0062,0.04,3.705
11043690,34.64,1.08,3.811,0.049,4755,145,297.5774882670849,48.55817823456078,0.3807237822992751,0.02267817378561653,12.930323,0.47100000000000003,0.01,10.356,0.019,8,0.07705095,0.067804836,0.012405203,0.03051578255283903,4571.6,69.2,1.69,0.21,12.9,0.59,34.594,0.014,3.801,0.018,1.0105,0.0343,0.24,3.401
11043882,29.04,0.7,3.865,0.04,4747,80,297.6529741792021,48.56837371529004,0.37461849512854456,0.02656061080756933,12.586207,0.29,0.01,10.279000000000002,0.023,8,0.07073319,0.062245205,0.011388043999999998,0.012148551849336523,4739.8,76.9,0.92,0.09,10.41,0.37,29.19,0.032,3.897,0.012,0.9956,0.0135,-0.16,3.839
11046644,29.89,0.74,3.823,0.092,4812,80,298.68359879855586,48.55260422045721,0.3421421402781539,0.014070514359626904,13.084446,0.257,0.01,10.683,0.02,8,0.09562254,0.08414783,0.015395229,0.013630899367999829,4813.5,87.6,1.08,0.14,11.05,0.62,30.288,0.021,3.962,0.016,0.9937,0.0111,-0.11,3.762
11046878,35.9,0.78,4.168,0.026,4775,80,298.7615471716985,48.524863399553176,0.2765791573303564,0.01594138318732389,13.000667,0.3815,0.01,10.495,0.024,8,0.10861285,0.09557931,0.01748667,0.02719721982810317,4743.4,81.9,1.31,0.11,11.15,0.33,35.821,0.009,4.169,0.018,1.0013,0.004,0.19,3.567
11072470,33.17,0.72,4.026,0.062,4809,100,285.2613142833982,48.633241802619246,0.35422818773811204,0.013461374803401309,13.049788000000001,0.248,0.01,10.661,0.018000000000000002,1,0.033262953,0.029271397999999997,0.005355335300000001,0.02982115853722823,4635.1,78.5,1.2,0.12,11.05,0.46,32.934,0.009,4.047,0.014,1.0022,0.0064,0.23,3.761
11075908,37.82,0.7,4.374,0.025,5020,100,287.42364722813716,48.635791304873116,0.5481993364223772,0.020466245003967345,11.719547,0.1565,0.01,9.527000000000001,0.025,1,0.07288014,0.06413452,0.011733702,0.013320622217512469,4828.6,76.2,1.37,0.1,10.97,0.31,37.506,0.009,4.322,0.015,1.0002,0.0074,-0.12,3.489
11081517,38.05,1.39,4.242,0.064,4920,100,290.4660776524669,48.69946475641754,0.44131443801461495,0.02018799333369317,12.172439,0.289,0.01,9.875,0.025,4,0.053391177000000005,0.046984237000000005,0.00859598,0.01970264405754248,4772.9,73.5,1.53,0.2,11.6,0.59,37.523,0.019,4.254,0.017,0.9967,0.0151,0.05,3.44
11081838,30.21,0.6,3.812,0.022,4702,100,290.6309069299197,48.69943029773923,0.5955874717951426,0.019010072883459583,11.842034,0.289,0.01,9.408,0.024,4,0.05903271,0.051948782,0.009504265999999999,0.02719721982810317,4605.4,66.1,1.09,0.09,11.09,0.32,30.104,0.012,3.799,0.011,1.0042,0.0085,0.19,3.795
11083701,31.07,0.83,3.867,0.024,4902,100,291.6484651946768,48.65101620971453,0.559087944614317,0.02482472302157079,11.736153999999999,0.281,0.01,9.412,0.016,4,0.055891566,0.04918458,0.008998542,0.017969024944450043,4677.7,69.4,1.19,0.11,11.34,0.39,31.206,0.009,3.859,0.008,1.0008,0.0214,0.01,3.678
11084086,36.08,0.96,4.2780000000000005,0.062,4850,80,291.8519923114129,48.69922445062747,0.3559356832410355,0.025430019551080485,12.887736,0.0588,0.01,10.67,0.016,4,0.06724851,0.059178688,0.01082701,0.013320622217512469,4868.1,78.3,1.23,0.13,10.71,0.46,35.719,0.015,4.26,0.019,0.9974,0.0066,-0.12,3.541
11087963,45.16,0.93,4.749,0.026,4796,80,293.73983387612077,48.658471435603644,0.4066582657852208,0.021131174869016,12.350427,0.33399999999999996,0.01,10.095,0.014,4,0.04772393,0.04199706,0.007683553,0.026578135522539816,4794.7,74.2,1.57,0.12,10.87,0.31,44.585,0.01,4.692,0.012,0.9979,0.0079,0.18,3.305
11090395,36.86,0.93,4.312,0.067,4973,100,294.797246575732,48.641480937925614,0.6266220793666741,0.02218321666527868,11.453051,0.055999999999999994,0.01,9.286,0.014,3,0.056428984,0.049657505,0.009085066999999999,0.011079610969072192,4839.3,77.0,1.33,0.14,10.95,0.48,37.049,0.032,4.289,0.011,0.9942,0.0138,-0.2,3.436
11098995,32.32,0.62,4.091,0.05,4769,80,298.14046356368925,48.65749427496603,0.5462295967711768,0.024491008306179837,11.971007,0.1692,0.01,9.65,0.018000000000000002,8,0.07281898,0.0640807,0.0117238555,0.016769669810536417,4773.2,73.7,1.03,0.09,10.39,0.36,31.96,0.009,4.052,0.014,1.0015,0.0068,-0.02,3.751
11099737,37.5,0.9,4.307,0.038,4828,80,298.4124983456918,48.67195583396632,0.3729994926687537,0.0255580290723774,12.52237,0.1603,0.01,10.212,0.023,8,0.092596225,0.081484675,0.014907992,0.02160351961546542,4806.2,78.8,1.34,0.12,10.97,0.37,37.373,0.009,4.27,0.008,0.9975,0.0124,0.09,3.469
11126471,30.85,0.48,4.015,0.08199999999999999,4830,80,285.7234167925409,48.772707764781494,0.27501931116001915,0.01812384622402176,12.950897,0.2175,0.01,10.761,0.023,1,0.04005569999999999,0.035249017,0.0064489674,0.016014910339089774,4848.1,85.2,0.98,0.1,10.35,0.48,31.408,0.034,4.08,0.022,0.9992,0.0078,-0.04,3.796
11128910,37.22,0.69,4.16,0.034,4934,100,287.34010238243917,48.782282771913394,0.7028201072242392,0.01967495691255311,11.096198,0.121,0.01,8.935,0.025,1,0.044808235,0.039431247999999995,0.0072141257,0.013630899367999829,4872.8,78.4,1.56,0.13,11.85,0.36,36.863,0.009,4.157,0.011,1.0007,0.0246,-0.11,3.35
11129480,43.94,0.85,4.581,0.083,4903,100,287.6850959475098,48.729710312144825,0.4022772072038545,0.12940599403411346,11.281377,0.121,0.01,9.049,0.024,1,0.05141559999999999,0.04524573,0.008277912,0.028478985309622812,4784.5,73.7,1.74,0.18,11.51,0.52,43.206,0.02,4.557,0.01,0.9984,0.0167,0.21,3.298
11133969,30.19,1.39,3.698,0.068,4810,100,289.96623046680696,48.756193964772265,1.5983764717529034,0.023353475484407398,9.485316000000001,0.027000000000000003,0.01,7.251,0.021,4,0.033742983,0.029693825,0.00543262,0.009215619001986005,4648.3,68.5,1.26,0.21,11.9,0.73,29.562,0.01,3.709,0.011,1.0024,0.0285,-0.28,3.65
11135286,37.05,0.64,4.127,0.033,4779,100,290.6826801791822,48.75600892338807,0.7015742821919633,0.019273009321637963,11.349683,0.223,0.01,8.941,0.024,4,0.058094892999999995,0.05112350400000001,0.009353277,0.03841709411655414,4624.4,66.7,1.5,0.12,11.73,0.35,37.014,0.01,4.121,0.015,1.0049,0.015,0.34,3.48
11136338,26.33,1.11,3.5380000000000003,0.069,4734,80,291.22798899440465,48.74404972492903,1.269553423733654,0.03542264733572771,9.982593,0.03,0.01,7.747999999999999,0.02,4,0.037117176,0.032663114,0.0059758653,0.01133768826184855,4720.3,71.7,0.97,0.15,11.22,0.67,25.996,0.022,3.538,0.013,1.0053,0.0235,-0.19,3.844
11140831,32.67,0.47,4.123,0.032,4909,80,293.52467250769206,48.79779115600265,0.34292143196369884,0.02004746713976236,12.84384,0.0597,0.01,10.693,0.017,4,0.045271367,0.039838802,0.00728869,0.008600516068109914,4926.6,81.6,1.08,0.07,10.5,0.28,32.401,0.01,4.065,0.017,0.9969,0.0186,-0.31,3.586
11145563,30.11,0.7,3.882,0.065,5236,100,295.5431012273462,48.76523649511972,0.5283479108110631,0.024812670020938808,11.746619,0.106,0.01,9.59,0.014,3,0.06345418,0.05583968,0.010216123,0.007490736350155967,4891.1,79.7,1.19,0.13,11.33,0.5,30.046,0.011,3.889,0.008,0.9901,0.0304,-0.37,3.643
11146152,32.19,0.54,3.564,0.029,4811,100,295.74537897347665,48.774292026150945,0.6506804468592663,0.028661703755673625,11.094844,0.1557,0.01,8.675,0.015,3,0.061470263,0.05409383,0.009896712,0.03423927117175127,4625.2,66.8,1.81,0.14,13.79,0.4,31.824,0.009,3.575,0.009,1.012,0.0137,0.29,3.368
11152281,34.36,0.87,4.1530000000000005,0.051,4857,80,297.9743570912429,48.707333381752456,0.4334033911171357,0.03270045720472617,12.423185,0.128,0.01,10.156,0.013,8,0.074421614,0.06549102,0.011981878999999999,0.011872017047883198,4859.7,82.8,1.19,0.12,10.82,0.42,34.377,0.009,4.186,0.006,0.9892,0.0195,-0.17,3.533
11152312,34.88,0.62,4.11,0.022,5019,100,297.9905050926352,48.76558329312379,0.6596638719762956,0.024917594132517068,11.428852000000001,0.084,0.01,9.144,0.019,8,0.058979474000000004,0.051901937,0.009495695,0.013630899367999829,4820.3,75.9,1.38,0.1,11.46,0.31,34.087,0.021,4.09,0.01,1.0027,0.0105,-0.11,3.581
11152894,32.16,0.44,4.104,0.031,4846,80,298.2078390555543,48.73332305439848,0.3480230350360869,0.023771655971082745,12.827236,0.226,0.01,10.487,0.019,8,0.08427739,0.07416411,0.01356866,0.014273303863841584,4847.5,87.4,1.02,0.07,10.35,0.27,32.311,0.01,4.115,0.018,1.0015,0.0096,-0.09,3.748
11175619,28.31,0.58,3.808,0.052000000000000005,4730,80,282.6379387378812,48.881612822245124,1.0367366947459853,0.022323365065181584,10.486079,0.0457,0.01,8.291,0.016,2,0.03837725,0.03377198,0.0061787376,0.007320226373739091,4744.9,73.1,0.89,0.08,10.35,0.39,27.998,0.012,3.816,0.008,0.9935,0.0174,-0.38,3.832
11188067,38.7,0.52,4.294,0.05,4851,100,290.53370267700444,48.83454326905101,0.6961310293482257,0.023022627394722203,10.979727,0.128,0.01,8.65,0.025,4,0.06089379,0.053586535,0.0098039,0.027830724459617158,4696.7,69.9,1.5,0.12,11.45,0.37,38.491,0.009,4.289,0.014,1.0029,0.0108,0.2,3.478
11189648,34.03,0.79,4.212,0.049,4823,80,291.4399759519861,48.89021027282684,0.3551587383753915,0.03102755242356017,12.697921000000001,0.0285,0.01,10.520999999999999,0.017,4,0.041160262999999996,0.03622103,0.0066268025,0.01243152797378546,4820.6,76.1,1.08,0.1,10.37,0.38,33.928,0.011,4.221,0.016,0.9986,0.0097,-0.15,3.683
11196963,22.99,0.9,3.25,0.07,4860,100,294.9522112006124,48.84260167271147,0.441373834351064,0.024774466574342662,12.137055,0.124,0.01,9.824,0.017,3,0.059650842,0.05249274,0.009603785,0.00987471367034253,4632.2,81.0,0.95,0.14,11.77,0.71,22.911,0.039,3.235,0.005,1.019,0.0219,-0.25,4.239
11197101,29.27,0.69,3.901,0.08800000000000001,5085,100,295.02426398018474,48.89212640240436,1.2289093251358378,0.02625534476447767,10.132027,0.06,0.01,8.017999999999999,0.016,3,0.032291308,0.02841635,0.0051989005999999996,0.006990761914919411,4807.5,75.8,1.03,0.13,10.75,0.58,29.24,0.014,3.939,0.013,0.9967,0.0084,-0.4,3.837
11197457,40.41,1.0,4.527,0.041,5083,100,295.1817430492533,48.88217417510845,0.6464813287570383,0.02043193666634207,11.506083,0.0563,0.01,9.283999999999999,0.013,3,0.05319099,0.04680807,0.008563749499999999,0.01756,4812.6,75.3,1.48,0.14,10.99,0.39,40.138,0.009,4.483,0.012,1.0016,0.0098,0.0,3.449
11199105,30.41,0.55,3.81,0.049,4788,100,295.84317419971933,48.80299642832792,0.7434653421662359,0.022252632213589484,11.56274,0.4428,0.01,9.083,0.016,3,0.04736942,0.04168509,0.007626476700000001,0.04212350605798225,4507.4,62.1,1.13,0.1,11.24,0.4,30.677,0.022,3.808,0.012,1.005,0.0068,0.38,3.801
11199783,45.71,0.64,4.706,0.026,5173,100,296.10161695669007,48.883114714558964,0.6354665149249636,0.030804182935880844,11.440083,0.305,0.01,9.192,0.016,3,0.05292905,0.046577565,0.008521576999999999,0.02314858832905051,4809.8,75.0,1.91,0.13,11.67,0.29,45.669,0.009,4.709,0.007,0.9981,0.0215,0.12,3.237
11200573,33.14,1.05,4.049,0.049,4959,100,296.42026332400553,48.87192135146148,0.5582148765534233,0.030279147404327224,11.765815,0.38299999999999995,0.01,9.443,0.016,3,0.07008868,0.061678037000000005,0.011284276999999999,0.0183875773037738,4727.4,71.5,1.22,0.14,11.1,0.48,33.448,0.009,4.051,0.01,1.0008,0.0033,0.02,3.646
11230630,30.88,0.67,3.907,0.03,5003,100,284.0419462009388,48.908024607008215,0.5348076999335615,0.0207382691060613,11.944036500000001,0.1107,0.01,9.757,0.019,1,0.044443882999999997,0.039110616,0.007155465,0.011079610969072192,4814.3,75.7,1.16,0.1,11.16,0.35,30.589,0.023,3.898,0.014,0.998,0.0153,-0.2,3.68
11234625,34.03,0.78,4.011,0.115,4955,100,286.5780109133985,48.93781286186897,0.6363097110526462,0.02276868114218996,11.472118,0.016,0.01,9.286,0.025,1,0.035664525,0.03138478,0.0057419883,0.012721095458916823,4822.0,76.0,1.39,0.2,11.67,0.75,33.864,0.009,4.135,0.016,0.9967,0.0083,-0.14,3.608
11235816,32.62,0.6,4.165,0.032,4824,100,287.3643343619888,48.96705875828619,0.4175167651201277,0.02198428905683747,12.388319000000001,0.2687,0.01,10.094,0.025,1,0.053799197,0.04734329,0.008661671,0.02016157759348526,4750.8,75.2,1.0,0.08,10.17,0.3,33.465,0.023,4.117,0.016,1.0016,0.0076,0.06,3.704
11242934,31.89,0.59,3.804,0.025,4866,100,291.21169403606973,48.900867283457906,0.4618826222349912,0.02617707929631796,12.136946,0.265,0.01,9.822000000000001,0.021,4,0.044086557,0.03879617,0.007097936,0.022621662127731437,4676.0,69.2,1.37,0.11,12.02,0.35,31.878,0.015,3.796,0.009,0.9954,0.0479,0.11,3.522
11245234,32.24,0.63,4.1160000000000005,0.03,4715,100,292.4033433696748,48.97314252183265,0.4995633767319415,0.022025384276291686,12.093636,0.1165,0.01,9.788,0.02,4,0.045961216,0.04044587,0.007399755500000001,0.017969024944450043,4734.1,71.8,0.98,0.08,10.18,0.31,32.392,0.013,4.072,0.017,1.0027,0.0102,0.01,3.768
11245339,42.84,0.44,4.595,0.035,4971,100,292.4608302846188,48.96576553387537,0.44318137895856063,0.02139672854308781,12.235039,0.249,0.01,9.932,0.022,4,0.039034326,0.034350205,0.0062845265,0.025381922374298486,4780.7,73.6,1.62,0.1,11.21,0.28,43.179,0.013,4.593,0.011,0.9979,0.0098,0.16,3.322
11246127,31.9,0.51,4.103,0.048,4930,80,292.8550459118519,48.939020100915535,0.3541258064070076,0.020600736759577427,12.582407,0.446,0.01,10.460999999999999,0.017,4,0.056158096,0.049419124,0.009041454,0.007665218014137314,4947.8,82.8,1.03,0.08,10.4,0.34,31.946,0.009,4.11,0.015,0.9955,0.0089,-0.36,3.664
11247049,33.97,0.63,3.945,0.025,5083,100,293.30150032237185,48.9127537104146,0.7112651788597432,0.02054507784427413,11.060011,0.2192,0.01,8.84,0.016,4,0.036946703,0.032513097000000005,0.005948419,0.01970264405754248,4794.6,74.4,1.53,0.12,12.18,0.34,33.923,0.01,3.933,0.013,0.9992,0.0378,0.05,3.432
11247419,22.96,0.63,2.8710000000000004,0.054000000000000006,4489,80,293.4942031154569,48.90664677241854,0.272123179065906,0.010719915812682466,13.090232,0.39299999999999996,0.01,10.482999999999999,0.017,4,0.056465194,0.04968937,0.009090896,0.03585291830839693,4457.1,60.3,1.38,0.17,14.49,0.72,22.684,0.028,2.889,0.015,1.0453,0.0004,0.31,3.992
11252233,31.85,0.55,3.744,0.026,5051,100,295.5614833186004,48.91102604557682,0.5863541575673819,0.02184706608325511,11.666225,0.4085,0.01,9.322000000000001,0.014,3,0.06619111,0.058248173,0.010656768,0.02160351961546542,4681.9,69.4,1.54,0.12,12.64,0.36,31.55,0.013,3.721,0.008,1.0027,0.0426,0.09,3.498
11252437,26.12,0.69,3.463,0.021,4832,100,295.6336170650506,48.94137191885726,0.81104470569875,0.02091503390615129,11.044897,0.223,0.01,8.636000000000001,0.015,3,0.073012576,0.064251065,0.011755024,0.02597314329623372,4616.7,66.7,1.07,0.1,11.78,0.4,26.394,0.031,3.425,0.011,1.0039,0.0435,0.17,3.759
11252706,41.86,0.6,4.551,0.016,5159,100,295.72810167360444,48.92273462573634,0.5639479497606307,0.020303880933614942,11.644774,0.0627,0.01,9.463,0.015,3,0.06816039,0.059981145,0.010973823,0.01638794552199516,4835.3,76.5,1.66,0.11,11.38,0.27,41.58,0.009,4.529,0.007,0.9969,0.0173,-0.03,3.324
11253076,27.99,0.84,3.769,0.07200000000000001,4784,80,295.8618143715771,48.93912998583122,1.2186715358925848,0.030278978001094768,10.114028999999999,0.048,0.01,7.9670000000000005,0.016,3,0.03600059,0.03168052,0.005796095,0.0082134290810032,4761.9,73.9,0.92,0.12,10.55,0.54,28.187,0.026,3.812,0.017,0.997,0.0174,-0.33,3.815
11284760,33.85,0.88,4.167,0.036000000000000004,4852,100,284.56026505984454,49.01823526218121,0.5115329651688528,0.023029693608652008,11.977018,0.055999999999999994,0.01,9.708,0.019,1,0.024862178,0.021878716,0.0040028105,0.0183875773037738,4785.3,78.8,1.13,0.11,10.59,0.38,34.77,0.023,4.157,0.012,1.0018,0.0068,0.02,3.616
11287896,35.18,0.92,4.138,0.043,4913,100,286.65547040295843,49.03026696888392,0.3318037812702375,0.021785052260619612,12.906914,0.057,0.01,10.669,0.026,1,0.055276357000000005,0.048643194,0.008899493,0.017969024944450043,4840.7,87.7,1.33,0.13,11.25,0.43,34.323,0.019,4.11,0.007,1.0,0.0106,0.01,3.579
11289335,36.07,0.62,4.187,0.047,4729,100,287.61693381108483,49.04953845488895,0.6093695840093922,0.024539758357020627,11.612078,0.226,0.01,9.273,0.024,1,0.038007736,0.033446807,0.0061192456999999995,0.03051578255283903,4687.1,69.5,1.28,0.11,11.03,0.37,35.646,0.009,4.175,0.013,1.0023,0.0062,0.24,3.62
11289515,29.05,1.63,3.65,0.046,4688,80,287.7284532519016,49.00007149396797,0.6818528751838715,0.02536028718116304,11.351581,0.1267,0.01,9.062000000000001,0.025,1,0.034956902000000005,0.030762075,0.005628061,0.016769669810536417,4684.9,69.8,1.14,0.21,11.63,0.74,28.891,0.03,3.595,0.01,1.0005,0.0416,-0.02,3.592
