KICID,BC_J,BC_H,BC_K,BC_GAIA
10001935,1.389,1.8630000000000002,1.985,-0.046
10002556,1.433,1.9409999999999998,2.075,-0.083
10005422,1.3969999999999998,1.911,2.028,-0.079
10005429,1.44,1.9480000000000002,2.086,-0.085
10005966,1.514,2.061,2.23,-0.157
10006158,1.4609999999999999,1.9769999999999999,2.123,-0.1
10006548,1.4669999999999999,1.985,2.134,-0.105
10007150,1.454,1.949,2.0980000000000003,-0.084
10014635,1.3419999999999999,1.801,1.909,-0.032
10014914,1.416,1.8940000000000001,2.028,-0.055999999999999994
10018239,1.501,2.042,2.205,-0.14300000000000002
10018973,1.504,2.029,2.198,-0.136
10019961,1.449,1.96,2.102,-0.091
10023520,1.395,1.859,1.9869999999999999,-0.040999999999999995
10024484,1.409,1.89,2.02,-0.055999999999999994
10024786,1.466,1.97,2.123,-0.096
10026767,1.4809999999999999,2.012,2.166,-0.122
10063028,1.4409999999999998,1.9609999999999999,2.096,-0.094
10065848,1.4140000000000001,1.9380000000000002,2.06,-0.08900000000000001
10070717,1.4480000000000002,1.9569999999999999,2.0980000000000003,-0.08900000000000001
10071249,1.4140000000000001,1.925,2.05,-0.079
10079987,1.474,2.017,2.165,-0.125
10080974,1.38,1.8430000000000002,1.965,-0.037000000000000005
10081951,1.4480000000000002,1.9480000000000002,2.092,-0.084
10082602,1.4909999999999999,2.021,2.181,-0.128
10083313,1.4780000000000002,1.999,2.154,-0.114
10083480,1.3719999999999999,1.8530000000000002,1.9680000000000002,-0.05
10086465,1.443,1.9340000000000002,2.077,-0.076
10088768,1.473,1.9709999999999999,2.129,-0.09699999999999999
10090400,1.4969999999999999,2.004,2.173,-0.12
10093930,1.4980000000000002,2.0140000000000002,2.181,-0.126
10095244,1.324,1.768,1.874,-0.02
10095438,1.4280000000000002,1.921,2.056,-0.07
10118422,1.415,1.882,2.0180000000000002,-0.049
10130148,1.455,1.973,2.116,-0.099
10134740,1.403,1.885,2.012,-0.055
10154247,1.4269999999999998,1.92,2.055,-0.07
10155731,1.4240000000000002,1.901,2.039,-0.059000000000000004
10156307,1.432,1.919,2.0580000000000003,-0.068
10156576,1.501,2.036,2.201,-0.139
10158201,1.423,1.901,2.0380000000000003,-0.059000000000000004
10161092,1.443,1.915,2.063,-0.064
10186053,1.4769999999999999,1.986,2.1430000000000002,-0.106
10186608,1.4469999999999998,1.9580000000000002,2.099,-0.09
10188141,1.49,1.994,2.1590000000000003,-0.11199999999999999
10188964,1.469,1.9669999999999999,2.122,-0.094
10189920,1.474,2.0180000000000002,2.165,-0.126
