KICID,BC_J,BC_H,BC_K,BC_GAIA
10001935,1.368,1.8230000000000002,1.942,-0.03
10002556,1.413,1.902,2.031,-0.063
10005422,1.376,1.871,1.984,-0.062
10005429,1.42,1.909,2.042,-0.065
10005966,1.496,2.02,2.185,-0.129
10006158,1.442,1.9369999999999998,2.079,-0.078
10006548,1.4480000000000002,1.946,2.09,-0.08199999999999999
10007150,1.435,1.91,2.0540000000000003,-0.062
10014635,1.321,1.761,1.867,-0.018000000000000002
10014914,1.396,1.855,1.985,-0.038
10018239,1.483,2.002,2.16,-0.11599999999999999
10018973,1.486,1.989,2.153,-0.109
10019961,1.43,1.921,2.0580000000000003,-0.07
10023520,1.374,1.82,1.944,-0.024
10024484,1.389,1.851,1.976,-0.038
10024786,1.4480000000000002,1.931,2.079,-0.073
10026767,1.463,1.972,2.121,-0.09699999999999999
10063028,1.422,1.921,2.052,-0.073
10065848,1.3940000000000001,1.8980000000000001,2.016,-0.07
10070717,1.4280000000000002,1.9169999999999998,2.0540000000000003,-0.068
10071249,1.3940000000000001,1.885,2.006,-0.06
10079987,1.456,1.9769999999999999,2.12,-0.10099999999999999
10080974,1.359,1.804,1.922,-0.021
10081951,1.429,1.909,2.049,-0.063
10082602,1.473,1.9809999999999999,2.136,-0.10300000000000001
10083313,1.46,1.96,2.11,-0.09
10083480,1.3519999999999999,1.814,1.925,-0.034
10086465,1.423,1.895,2.0340000000000003,-0.055
10088768,1.454,1.932,2.085,-0.07400000000000001
10090400,1.479,1.965,2.128,-0.094
10093930,1.48,1.974,2.137,-0.1
10095244,1.3030000000000002,1.7280000000000002,1.8319999999999999,-0.006999999999999999
10095438,1.4080000000000001,1.881,2.013,-0.051
10118422,1.395,1.8430000000000002,1.975,-0.03
10130148,1.436,1.9340000000000002,2.072,-0.077
10134740,1.382,1.8459999999999999,1.969,-0.038
10154247,1.4069999999999998,1.881,2.012,-0.051
10155731,1.4040000000000001,1.8619999999999999,1.996,-0.04
10156307,1.412,1.88,2.0140000000000002,-0.049
10156576,1.483,1.996,2.156,-0.113
10158201,1.403,1.8619999999999999,1.995,-0.04
10161092,1.4240000000000002,1.876,2.02,-0.044000000000000004
10186053,1.4580000000000002,1.946,2.0980000000000003,-0.08199999999999999
10186608,1.4280000000000002,1.9180000000000001,2.055,-0.069
10188141,1.472,1.954,2.115,-0.08800000000000001
10188964,1.45,1.9269999999999998,2.0780000000000003,-0.071
10189920,1.456,1.9769999999999999,2.12,-0.10099999999999999
10196797,1.402,1.8940000000000001,2.0180000000000002,-0.062
10200093,1.44,1.9340000000000002,2.075,-0.076
10201944,1.392,1.885,2.004,-0.061
10202324,1.41,1.9,2.028,-0.063
10206307,1.399,1.8840000000000001,2.008,-0.055999999999999994
10206840,1.403,1.883,2.01,-0.054000000000000006
10214045,1.46,1.979,2.125,-0.102
10222079,1.4040000000000001,1.867,1.999,-0.043
10222567,1.41,1.8840000000000001,2.016,-0.052000000000000005
10223204,1.4180000000000001,1.8980000000000001,2.032,-0.057999999999999996
10224535,1.416,1.891,2.026,-0.054000000000000006
10226478,1.432,1.919,2.0580000000000003,-0.068
10252281,1.4180000000000001,1.892,2.028,-0.055
10252692,1.405,1.871,2.002,-0.045
10254023,1.455,1.963,2.108,-0.092
10257750,1.47,1.9680000000000002,2.124,-0.095
10266723,1.462,1.9809999999999999,2.127,-0.10300000000000001
10268744,1.485,1.9980000000000002,2.158,-0.114
10269537,1.4340000000000002,1.9169999999999998,2.0580000000000003,-0.067
10279663,1.396,1.8730000000000002,1.9980000000000002,-0.05
10279676,1.3730000000000002,1.8259999999999998,1.9469999999999998,-0.028999999999999998
10280586,1.4680000000000002,1.9780000000000002,2.13,-0.10099999999999999
10281513,1.492,2.02,2.182,-0.128
10282002,1.482,1.984,2.146,-0.106
10286378,1.411,1.892,2.022,-0.057
10286616,1.392,1.8869999999999998,2.006,-0.062
10288611,1.416,1.876,2.0140000000000002,-0.045
10290315,1.465,1.949,2.106,-0.084
10290457,1.4609999999999999,1.972,2.12,-0.09699999999999999
10290535,1.3840000000000001,1.8559999999999999,1.9769999999999999,-0.045
10328946,1.4369999999999998,1.923,2.065,-0.07
10331610,1.406,1.896,2.022,-0.061
10332186,1.455,1.976,2.1180000000000003,-0.1
10332753,1.479,1.9880000000000002,2.147,-0.10800000000000001
10346117,1.4040000000000001,1.87,2.001,-0.045
10350302,1.403,1.857,1.9909999999999999,-0.037000000000000005
10350408,1.3940000000000001,1.8459999999999999,1.976,-0.032
10351764,1.4380000000000002,1.942,2.079,-0.08199999999999999
10351792,1.518,2.029,2.209,-0.14
10352610,1.456,1.9340000000000002,2.088,-0.075
10353044,1.385,1.857,1.979,-0.045
10355672,1.4880000000000002,1.979,2.147,-0.10400000000000001
10355764,1.422,1.901,2.037,-0.059000000000000004
10357764,1.435,1.911,2.055,-0.063
10358632,1.4,1.8840000000000001,2.009,-0.055999999999999994
10359816,1.391,1.857,1.982,-0.040999999999999995
10359999,1.3969999999999998,1.857,1.9869999999999999,-0.039
10362043,1.355,1.815,1.9280000000000002,-0.032
10363172,1.426,1.896,2.037,-0.055
10387935,1.4069999999999998,1.905,2.029,-0.068
10394570,1.439,1.915,2.06,-0.065
10395327,1.3780000000000001,1.848,1.9669999999999999,-0.042
10395400,1.422,1.882,2.023,-0.047
10405445,1.396,1.8869999999999998,2.009,-0.061
10415654,1.402,1.8719999999999999,2.002,-0.047
10417559,1.45,1.944,2.09,-0.081
10420502,1.431,1.921,2.059,-0.07
10426854,1.341,1.794,1.9040000000000001,-0.026000000000000002
10450939,1.374,1.824,1.9469999999999998,-0.026000000000000002
10460324,1.39,1.8769999999999998,1.9969999999999999,-0.057
10461347,1.4780000000000002,2.004,2.157,-0.11699999999999999
10461757,1.3659999999999999,1.8459999999999999,1.9580000000000002,-0.05
10467570,1.472,1.969,2.126,-0.096
10468528,1.44,1.955,2.0909999999999997,-0.09
10482521,1.432,1.943,2.076,-0.084
10482713,1.4140000000000001,1.864,2.004,-0.038
10482750,1.462,1.945,2.1,-0.081
10483180,1.375,1.818,1.943,-0.022000000000000002
10484140,1.453,1.965,2.109,-0.094
10485923,1.3319999999999999,1.766,1.876,-0.012
10488066,1.402,1.864,1.995,-0.042
10488463,1.383,1.841,1.965,-0.034
10489017,1.4240000000000002,1.903,2.041,-0.06
10489073,1.479,1.9780000000000002,2.138,-0.10099999999999999
10489340,1.38,1.83,1.955,-0.027999999999999997
10489417,1.381,1.837,1.9609999999999999,-0.032
10489877,1.3940000000000001,1.858,1.985,-0.04
10489909,1.3219999999999998,1.771,1.875,-0.026000000000000002
10515966,1.351,1.807,1.919,-0.028999999999999998
10522084,1.3969999999999998,1.8619999999999999,1.9909999999999999,-0.042
10522111,1.4040000000000001,1.9080000000000001,2.029,-0.07200000000000001
10525282,1.3659999999999999,1.829,1.945,-0.035
10525475,1.401,1.9,2.022,-0.067
10527889,1.405,1.8630000000000002,1.9969999999999999,-0.04
10528911,1.4780000000000002,2.0,2.155,-0.115
10537376,1.413,1.9,2.03,-0.061
10545081,1.43,1.919,2.056,-0.069
10545152,1.399,1.88,2.004,-0.053
10549650,1.4169999999999998,1.8980000000000001,2.031,-0.057999999999999996
10550359,1.413,1.8980000000000001,2.029,-0.06
10552614,1.38,1.8330000000000002,1.9580000000000002,-0.03
10587122,1.444,1.931,2.076,-0.07400000000000001
10590683,1.4140000000000001,1.9169999999999998,2.043,-0.073
10592249,1.445,1.9340000000000002,2.079,-0.075
10599712,1.42,1.9,2.035,-0.059000000000000004
10602374,1.445,1.925,2.072,-0.07
10602976,1.382,1.8519999999999999,1.973,-0.042
10603170,1.4140000000000001,1.8880000000000001,2.022,-0.053
10604255,1.444,1.9580000000000002,2.097,-0.091
10604460,1.479,1.996,2.1519999999999997,-0.11199999999999999
10609343,1.443,1.93,2.074,-0.073
10613106,1.35,1.798,1.911,-0.022000000000000002
10614000,1.422,1.913,2.046,-0.067
10614707,1.381,1.85,1.97,-0.042
10615356,1.385,1.845,1.969,-0.036000000000000004
10618005,1.416,1.909,2.039,-0.066
10620267,1.317,1.746,1.8519999999999999,-0.009000000000000001
10651578,1.382,1.8530000000000002,1.973,-0.043
10653194,1.412,1.899,2.029,-0.061
10653200,1.4080000000000001,1.8780000000000001,2.01,-0.048
10653383,1.391,1.8530000000000002,1.98,-0.039
10659100,1.459,1.97,2.117,-0.096
10662618,1.4269999999999998,1.919,2.0540000000000003,-0.069
10664514,1.354,1.8090000000000002,1.922,-0.027999999999999997
10666932,1.444,1.923,2.07,-0.069
10667309,1.4580000000000002,1.9909999999999999,2.1319999999999997,-0.11
10667886,1.462,1.953,2.106,-0.086
10667966,1.358,1.83,1.9409999999999998,-0.042
10669123,1.382,1.8419999999999999,1.965,-0.035
10678779,1.3969999999999998,1.858,1.9869999999999999,-0.039
10679090,1.391,1.857,1.982,-0.042
10683016,1.39,1.8530000000000002,1.9780000000000002,-0.039
10683330,1.3719999999999999,1.8159999999999998,1.939,-0.022000000000000002
10683647,1.4869999999999999,1.985,2.151,-0.107
10684584,1.37,1.837,1.954,-0.039
10685283,1.4169999999999998,1.876,2.015,-0.045
10711145,1.3719999999999999,1.838,1.955,-0.038
10718902,1.4,1.879,2.004,-0.052000000000000005
10721900,1.444,1.9240000000000002,2.0709999999999997,-0.07
10723388,1.421,1.923,2.053,-0.07400000000000001
10724027,1.391,1.871,1.992,-0.051
10724041,1.472,1.972,2.129,-0.098
10728179,1.3730000000000002,1.827,1.9480000000000002,-0.028999999999999998
10733042,1.349,1.814,1.923,-0.037000000000000005
10734179,1.41,1.8840000000000001,2.016,-0.052000000000000005
10734241,1.433,1.9380000000000002,2.074,-0.08
10735027,1.449,1.936,2.084,-0.076
10735077,1.45,1.962,2.103,-0.092
10735926,1.364,1.8159999999999998,1.9340000000000002,-0.027000000000000003
10742794,1.422,1.932,2.06,-0.08
10743887,1.476,1.9709999999999999,2.1319999999999997,-0.098
10749235,1.429,1.901,2.043,-0.057999999999999996
10749954,1.361,1.806,1.9240000000000002,-0.021
10750730,1.4880000000000002,1.9969999999999999,2.16,-0.114
10778969,1.389,1.855,1.98,-0.040999999999999995
10783198,1.383,1.876,1.992,-0.061
10788540,1.409,1.8769999999999998,2.01,-0.048
10792949,1.443,1.895,2.049,-0.054000000000000006
10799530,1.44,1.925,2.069,-0.071
10809277,1.4480000000000002,1.939,2.086,-0.078
10809457,1.415,1.8880000000000001,2.023,-0.053
10813862,1.4680000000000002,1.992,2.14,-0.109
10814091,1.401,1.844,1.98,-0.028999999999999998
10815014,1.465,1.965,2.1180000000000003,-0.09300000000000001
10815462,1.462,1.969,2.119,-0.096
10816214,1.3980000000000001,1.865,1.994,-0.043
10817319,1.402,1.865,1.996,-0.042
10842958,1.371,1.838,1.955,-0.039
10848618,1.4140000000000001,1.899,2.03,-0.06
10857953,1.454,1.9480000000000002,2.096,-0.083
10858331,1.392,1.893,2.011,-0.067
10859941,1.405,1.886,2.0140000000000002,-0.055999999999999994
10860146,1.463,1.943,2.099,-0.08
10864755,1.5090000000000001,2.023,2.197,-0.133
10866694,1.469,1.9780000000000002,2.13,-0.10099999999999999
10873579,1.456,1.972,2.116,-0.098
10874337,1.432,1.9140000000000001,2.0540000000000003,-0.065
10879372,1.501,2.003,2.175,-0.12
10879440,1.425,1.912,2.048,-0.065
10879853,1.4140000000000001,1.893,2.025,-0.057
10880958,1.416,1.903,2.0340000000000003,-0.062
10902770,1.3559999999999999,1.83,1.94,-0.045
10903291,1.3430000000000002,1.785,1.8969999999999998,-0.018000000000000002
10907196,1.383,1.844,1.9680000000000002,-0.035
10908442,1.3880000000000001,1.851,1.976,-0.039
10910541,1.3969999999999998,1.8969999999999998,2.017,-0.068
10910802,1.506,2.052,2.217,-0.15
10918731,1.45,1.9269999999999998,2.0780000000000003,-0.071
10922821,1.462,1.949,2.103,-0.084
10931902,1.4769999999999999,1.98,2.1390000000000002,-0.10300000000000001
10932891,1.364,1.825,1.9409999999999998,-0.034
10934588,1.4340000000000002,1.923,2.062,-0.07
10934758,1.4040000000000001,1.8630000000000002,1.996,-0.04
10934929,1.459,1.962,2.1109999999999998,-0.091
10936814,1.3969999999999998,1.864,1.992,-0.043
10937597,1.379,1.838,1.96,-0.034
10937936,1.402,1.8619999999999999,1.994,-0.04
10938167,1.36,1.811,1.9269999999999998,-0.025
10961390,1.492,2.012,2.175,-0.12300000000000001
10962775,1.371,1.839,1.956,-0.039
10964584,1.3880000000000001,1.892,2.008,-0.07
10966950,1.4409999999999998,1.9609999999999999,2.097,-0.094
10971893,1.46,1.942,2.097,-0.08
10974984,1.494,2.001,2.168,-0.11699999999999999
10975126,1.379,1.861,1.9780000000000002,-0.051
10977629,1.4980000000000002,2.0340000000000003,2.197,-0.13699999999999998
10978509,1.46,1.99,2.1319999999999997,-0.109
10978857,1.486,1.9680000000000002,2.136,-0.09699999999999999
10988898,1.43,1.9,2.042,-0.057
10990243,1.409,1.882,2.0140000000000002,-0.051
10990704,1.4040000000000001,1.8940000000000001,2.019,-0.061
10991398,1.391,1.869,1.9909999999999999,-0.05
11019954,1.3719999999999999,1.839,1.9569999999999999,-0.039
11028575,1.391,1.8619999999999999,1.986,-0.044000000000000004
11029151,1.4240000000000002,1.906,2.043,-0.062
11029396,1.46,1.964,2.113,-0.09300000000000001
11029591,1.4509999999999998,1.975,2.114,-0.1
11037290,1.426,1.8969999999999998,2.0380000000000003,-0.055999999999999994
11037923,1.469,1.974,2.128,-0.099
11042262,1.421,1.9,2.036,-0.059000000000000004
11043690,1.482,2.001,2.1590000000000003,-0.11599999999999999
11043882,1.419,1.9180000000000001,2.0469999999999997,-0.071
11046644,1.4,1.875,2.002,-0.05
11046878,1.433,1.9069999999999998,2.05,-0.06
11072470,1.465,1.966,2.1180000000000003,-0.09300000000000001
11075908,1.3940000000000001,1.867,1.992,-0.047
11081517,1.4180000000000001,1.8940000000000001,2.03,-0.055999999999999994
11081838,1.472,1.983,2.137,-0.10400000000000001
11083701,1.443,1.9480000000000002,2.089,-0.085
11084086,1.383,1.845,1.9680000000000002,-0.037000000000000005
11087963,1.4169999999999998,1.879,2.0180000000000002,-0.047
11090395,1.3880000000000001,1.8619999999999999,1.984,-0.047
11098995,1.415,1.896,2.028,-0.057999999999999996
11099737,1.41,1.875,2.01,-0.046
11126471,1.393,1.854,1.982,-0.039
11128910,1.382,1.8419999999999999,1.965,-0.035
11129480,1.422,1.8840000000000001,2.024,-0.049
11133969,1.439,1.972,2.103,-0.10300000000000001
11135286,1.473,1.9680000000000002,2.126,-0.095
11136338,1.4240000000000002,1.929,2.059,-0.078
11140831,1.358,1.814,1.9280000000000002,-0.03
11145563,1.3659999999999999,1.835,1.949,-0.04
11146152,1.4709999999999999,1.969,2.125,-0.095
11152281,1.383,1.85,1.972,-0.04
11152312,1.3969999999999998,1.871,1.9980000000000002,-0.048
11152894,1.391,1.8559999999999999,1.9809999999999999,-0.040999999999999995
11175619,1.4080000000000001,1.9180000000000001,2.04,-0.077
11188067,1.446,1.933,2.079,-0.07400000000000001
11189648,1.396,1.8719999999999999,1.9969999999999999,-0.049
11196963,1.446,1.9809999999999999,2.114,-0.106
11197101,1.389,1.882,2.0,-0.061
11197457,1.4040000000000001,1.874,2.004,-0.047
11199105,1.507,2.031,2.201,-0.138
11199783,1.41,1.8730000000000002,2.008,-0.044000000000000004
11200573,1.43,1.92,2.0580000000000003,-0.069
11230630,1.396,1.876,2.0,-0.053
11234625,1.396,1.871,1.996,-0.049
11235816,1.425,1.906,2.044,-0.062
11242934,1.449,1.9469999999999998,2.0909999999999997,-0.083
11245234,1.4280000000000002,1.9169999999999998,2.053,-0.068
11245339,1.42,1.8869999999999998,2.026,-0.051
11246127,1.349,1.8030000000000002,1.915,-0.027000000000000003
11247049,1.412,1.882,2.016,-0.05
11247419,1.517,2.061,2.234,-0.158
11252233,1.446,1.944,2.0869999999999997,-0.081
11252437,1.469,1.9769999999999999,2.13,-0.1
11252706,1.396,1.8619999999999999,1.99,-0.042
11253076,1.406,1.9080000000000001,2.03,-0.071
11284760,1.4140000000000001,1.8880000000000001,2.022,-0.053
11287896,1.3969999999999998,1.858,1.9869999999999999,-0.039
11289335,1.4509999999999998,1.936,2.086,-0.076
11289515,1.44,1.945,2.084,-0.083
11289759,1.433,1.9180000000000001,2.059,-0.068
11289990,1.425,1.906,2.043,-0.061
11294409,1.4369999999999998,1.935,2.074,-0.077
11295350,1.403,1.886,2.012,-0.055999999999999994
11296805,1.39,1.855,1.98,-0.04
11298371,1.4480000000000002,1.9409999999999998,2.0869999999999997,-0.08
11298561,1.4280000000000002,1.912,2.05,-0.064
11299941,1.48,1.9780000000000002,2.1390000000000002,-0.102
11302791,1.4469999999999998,1.922,2.072,-0.068
11307599,1.361,1.827,1.9409999999999998,-0.037000000000000005
11308660,1.439,1.925,2.068,-0.071
11337714,1.445,1.922,2.07,-0.068
11339000,1.3969999999999998,1.861,1.99,-0.040999999999999995
11341723,1.3730000000000002,1.858,1.972,-0.054000000000000006
11351140,1.369,1.841,1.956,-0.043
11352644,1.433,1.956,2.086,-0.09300000000000001
11352756,1.463,1.9869999999999999,2.133,-0.107
11355933,1.42,1.889,2.028,-0.052000000000000005
11357931,1.391,1.86,1.985,-0.043
11358607,1.376,1.844,1.962,-0.04
11358810,1.301,1.716,1.821,0.002
11359175,1.409,1.881,2.013,-0.05
11394192,1.337,1.788,1.896,-0.026000000000000002
11394905,1.3659999999999999,1.849,1.9609999999999999,-0.051
11395438,1.4140000000000001,1.889,2.023,-0.054000000000000006
11401466,1.395,1.8719999999999999,1.996,-0.049
11403437,1.416,1.8969999999999998,2.03,-0.057999999999999996
11404925,1.449,1.944,2.089,-0.081
11408704,1.449,1.931,2.08,-0.073
11409529,1.4869999999999999,1.975,2.1430000000000002,-0.102
11410549,1.4169999999999998,1.882,2.019,-0.048
11410978,1.411,1.89,2.021,-0.055
11412190,1.374,1.8430000000000002,1.9609999999999999,-0.04
11414700,1.399,1.871,1.999,-0.047
11415370,1.3980000000000001,1.8659999999999999,1.994,-0.044000000000000004
11415994,1.393,1.891,2.01,-0.066
11444313,1.421,1.91,2.043,-0.065
11446151,1.421,1.903,2.0380000000000003,-0.061
11446691,1.422,1.9380000000000002,2.065,-0.085
11453627,1.435,1.9369999999999998,2.073,-0.079
11455176,1.374,1.8430000000000002,1.9609999999999999,-0.040999999999999995
11455925,1.403,1.895,2.019,-0.063
11456246,1.4480000000000002,1.93,2.079,-0.073
11456927,1.4480000000000002,1.975,2.112,-0.102
11461138,1.493,1.9869999999999999,2.157,-0.109
11462972,1.42,1.8880000000000001,2.0269999999999997,-0.052000000000000005
11463450,1.492,1.985,2.154,-0.10800000000000001
11465784,1.41,1.8869999999999998,2.0180000000000002,-0.053
11468340,1.39,1.854,1.98,-0.039
11494312,1.429,1.903,2.044,-0.059000000000000004
11495084,1.433,1.945,2.0780000000000003,-0.085
11497421,1.4069999999999998,1.915,2.037,-0.075
11498101,1.4240000000000002,1.906,2.043,-0.062
11505872,1.419,1.912,2.043,-0.067
11509277,1.4140000000000001,1.869,2.008,-0.040999999999999995
11512096,1.3780000000000001,1.867,1.982,-0.057
11518690,1.442,1.932,2.075,-0.07400000000000001
11520923,1.403,1.8840000000000001,2.011,-0.055
11521155,1.381,1.831,1.956,-0.027999999999999997
11554793,1.421,1.9140000000000001,2.046,-0.068
11559552,1.381,1.865,1.982,-0.053
11560054,1.4080000000000001,1.9069999999999998,2.032,-0.069
11564307,1.405,1.875,2.005,-0.048
11564787,1.49,1.986,2.153,-0.10800000000000001
11566089,1.446,1.9669999999999999,2.104,-0.096
11569659,1.375,1.847,1.964,-0.043
11572172,1.435,1.9469999999999998,2.081,-0.086
11597759,1.4169999999999998,1.933,2.0580000000000003,-0.083
11601378,1.42,1.8969999999999998,2.033,-0.057
11605089,1.386,1.844,1.969,-0.035
1160789,1.4180000000000001,1.925,2.052,-0.077
11611663,1.393,1.8730000000000002,1.995,-0.052000000000000005
11612171,1.435,1.9069999999999998,2.052,-0.06
11614827,1.355,1.82,1.932,-0.036000000000000004
11615224,1.436,1.936,2.074,-0.079
1161618,1.429,1.911,2.049,-0.064
11617622,1.449,1.9469999999999998,2.092,-0.083
11622144,1.401,1.848,1.982,-0.031
11623012,1.385,1.8519999999999999,1.975,-0.04
11623195,1.405,1.8780000000000001,2.008,-0.049
1162746,1.386,1.8880000000000001,2.004,-0.068
11650219,1.386,1.859,1.9809999999999999,-0.045
11650784,1.4169999999999998,1.891,2.026,-0.054000000000000006
11653073,1.41,1.8880000000000001,2.019,-0.054000000000000006
11663151,1.361,1.815,1.931,-0.027999999999999997
11663387,1.444,1.944,2.086,-0.08199999999999999
11667928,1.416,1.919,2.046,-0.07400000000000001
11668036,1.3969999999999998,1.851,1.983,-0.035
11673900,1.3980000000000001,1.859,1.989,-0.039
11674666,1.371,1.8319999999999999,1.9509999999999998,-0.034
11703230,1.396,1.8769999999999998,2.001,-0.053
11709871,1.383,1.857,1.9769999999999999,-0.045
11720493,1.415,1.901,2.032,-0.061
11721291,1.375,1.829,1.9509999999999998,-0.028999999999999998
11751835,1.455,1.9509999999999998,2.1,-0.085
11753211,1.3659999999999999,1.82,1.9380000000000002,-0.027999999999999997
11754056,1.4380000000000002,1.925,2.0669999999999997,-0.071
11757076,1.429,1.905,2.045,-0.06
11757206,1.516,2.043,2.218,-0.147
11759860,1.38,1.834,1.9580000000000002,-0.031
11768570,1.413,1.896,2.028,-0.059000000000000004
11769823,1.4669999999999999,1.99,2.138,-0.10800000000000001
11773657,1.406,1.881,2.011,-0.051
11774110,1.45,1.942,2.089,-0.08
11775041,1.331,1.786,1.892,-0.03
11775398,1.44,1.9369999999999998,2.077,-0.078
11802109,1.412,1.892,2.023,-0.057
11805460,1.4380000000000002,1.919,2.063,-0.067
11805792,1.4040000000000001,1.8880000000000001,2.015,-0.057
11808481,1.39,1.8780000000000001,1.9980000000000002,-0.057
11820688,1.423,1.8980000000000001,2.036,-0.057
11823838,1.357,1.8319999999999999,1.942,-0.044000000000000004
11824976,1.409,1.883,2.0140000000000002,-0.051
11853719,1.456,1.95,2.1,-0.085
11854450,1.37,1.85,1.964,-0.05
11855110,1.37,1.834,1.952,-0.036000000000000004
11860180,1.44,1.949,2.086,-0.086
11860771,1.3840000000000001,1.829,1.9569999999999999,-0.025
11862360,1.469,1.976,2.129,-0.1
11868246,1.459,1.95,2.102,-0.084
11870991,1.3630000000000002,1.834,1.9469999999999998,-0.042
11871718,1.421,1.915,2.0469999999999997,-0.069
11871882,1.36,1.828,1.9409999999999998,-0.039
11872655,1.494,2.025,2.186,-0.131
11873200,1.395,1.87,1.995,-0.049
11905393,1.413,1.89,2.023,-0.055
11908744,1.4280000000000002,1.9080000000000001,2.0469999999999997,-0.062
11913049,1.455,1.994,2.1319999999999997,-0.113
11913446,1.453,1.973,2.114,-0.099
11913802,1.4340000000000002,1.952,2.084,-0.09
11918016,1.416,1.899,2.031,-0.059000000000000004
11953581,1.485,1.982,2.147,-0.105
