KICID,BC_J,BC_H,BC_K,BC_GAIA
10001935,1.386,1.857,1.979,-0.044000000000000004
10002556,1.43,1.935,2.069,-0.08
10005422,1.3940000000000001,1.905,2.022,-0.077
10005429,1.4369999999999998,1.943,2.08,-0.08199999999999999
10005966,1.511,2.055,2.224,-0.153
10006158,1.4580000000000002,1.9709999999999999,2.117,-0.09699999999999999
10006548,1.464,1.98,2.128,-0.102
10007150,1.452,1.943,2.0909999999999997,-0.08
10014635,1.339,1.795,1.903,-0.03
10014914,1.413,1.889,2.022,-0.054000000000000006
10018239,1.4980000000000002,2.036,2.198,-0.139
10018973,1.5019999999999998,2.023,2.191,-0.132
10019961,1.446,1.955,2.096,-0.08800000000000001
10023520,1.392,1.854,1.9809999999999999,-0.038
10024484,1.406,1.8840000000000001,2.013,-0.053
10024786,1.464,1.965,2.117,-0.09300000000000001
10026767,1.479,2.006,2.16,-0.11800000000000001
10063028,1.4380000000000002,1.956,2.09,-0.091
10065848,1.411,1.932,2.0540000000000003,-0.086
10070717,1.445,1.9509999999999998,2.092,-0.086
10071249,1.411,1.919,2.044,-0.076
10079987,1.472,2.011,2.158,-0.122
10080974,1.3769999999999998,1.837,1.9580000000000002,-0.034
10081951,1.446,1.943,2.086,-0.081
10082602,1.489,2.015,2.175,-0.125
10083313,1.476,1.994,2.148,-0.111
10083480,1.369,1.848,1.962,-0.048
10086465,1.44,1.9280000000000002,2.0709999999999997,-0.073
10088768,1.47,1.966,2.122,-0.094
10090400,1.494,1.999,2.167,-0.11599999999999999
10093930,1.496,2.008,2.175,-0.122
10095244,1.321,1.7619999999999998,1.868,-0.018000000000000002
10095438,1.425,1.915,2.05,-0.067
10118422,1.412,1.876,2.012,-0.046
10130148,1.452,1.9680000000000002,2.11,-0.096
10134740,1.4,1.88,2.006,-0.053
10154247,1.4240000000000002,1.9140000000000001,2.049,-0.067
10155731,1.421,1.895,2.033,-0.055999999999999994
10156307,1.429,1.913,2.052,-0.065
10156576,1.499,2.031,2.195,-0.135
10158201,1.42,1.895,2.032,-0.055999999999999994
10161092,1.44,1.909,2.057,-0.061
10186053,1.474,1.98,2.136,-0.102
10186608,1.444,1.952,2.092,-0.087
10188141,1.4880000000000002,1.9880000000000002,2.153,-0.109
10188964,1.466,1.9609999999999999,2.116,-0.091
10189920,1.4709999999999999,2.012,2.158,-0.122
10196797,1.419,1.9280000000000002,2.056,-0.079
10200093,1.456,1.9669999999999999,2.113,-0.095
10201944,1.409,1.919,2.042,-0.077
10202324,1.4269999999999998,1.9340000000000002,2.066,-0.08
10206307,1.416,1.9180000000000001,2.046,-0.073
10206840,1.42,1.9169999999999998,2.048,-0.07
10214045,1.476,2.0140000000000002,2.1630000000000003,-0.12300000000000001
10222079,1.421,1.901,2.037,-0.059000000000000004
10222567,1.4269999999999998,1.9169999999999998,2.053,-0.068
10223204,1.435,1.931,2.069,-0.076
10224535,1.433,1.9240000000000002,2.063,-0.071
10226478,1.449,1.952,2.096,-0.086
10252281,1.435,1.926,2.065,-0.07200000000000001
10252692,1.422,1.905,2.04,-0.062
10254023,1.4709999999999999,1.9969999999999999,2.146,-0.11199999999999999
10257750,1.485,2.002,2.162,-0.11599999999999999
10266723,1.4769999999999999,2.016,2.166,-0.124
10268744,1.5,2.032,2.197,-0.13699999999999998
10269537,1.4509999999999998,1.9509999999999998,2.096,-0.085
10279663,1.413,1.9069999999999998,2.035,-0.066
10279676,1.39,1.859,1.984,-0.043
10280586,1.484,2.012,2.169,-0.122
10281513,1.508,2.055,2.221,-0.152
10282002,1.4969999999999999,2.019,2.184,-0.128
10286378,1.4269999999999998,1.926,2.06,-0.07400000000000001
10286616,1.409,1.921,2.044,-0.078
10288611,1.433,1.909,2.052,-0.062
10290315,1.4809999999999999,1.983,2.144,-0.105
10290457,1.476,2.006,2.158,-0.11800000000000001
10290535,1.401,1.89,2.0140000000000002,-0.06
10328946,1.453,1.9569999999999999,2.102,-0.08800000000000001
10331610,1.423,1.93,2.059,-0.078
10332186,1.4709999999999999,2.01,2.156,-0.121
